# ---------------------------------- WARNING ----------------------------------------
# Some of the data that you have obtained from this U.S. Geological Survey database
# may not have received Director's approval. Any such data values are qualified
# as provisional and are subject to revision. Provisional data are released on the
# condition that neither the USGS nor the United States Government may be held liable
# for any damages resulting from its use.
#
# Additional info: https://help.waterdata.usgs.gov/policies/provisional-data-statement
#
# File-format description:  https://help.waterdata.usgs.gov/faq/about-tab-delimited-output
# Automated-retrieval info: https://help.waterdata.usgs.gov/faq/automated-retrievals
#
# Contact:   gs-w_support_nwisweb@usgs.gov
# retrieved: 2019-04-27 20:54:52 EDT       (caww01)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 0204309906 CONVEYANCE CHAN AT RAMSGATE LN NR GREAT BRIDGE, VA
# -----------------------------------------------------------------------------------
#
# Data provided for site 0204309906
#            TS   parameter     Description
#        147316       00065     Gage height, feet, Left Culvert, [Left culvert]
#        147318       00010     Temperature, water, degrees Celsius
#        147319       00095     Specific conductance, water, unfiltered, microsiemens per centimeter at 25 degrees Celsius
#        147320       63680     Turbidity, water, unfiltered, monochrome near infra-red LED light, 780-900 nm, detection angle 90 +-2.5 degrees, formazin nephelometric units (FNU)
#        147321       99234     Count of samples collected by autosampler, number
#        147329       00060     Discharge, cubic feet per second
#
# Data-value qualification codes included in this output:
#        
#     P  Provisional data subject to revision.
# 
agency_cd	site_no	datetime	tz_cd	147316_00065	147316_00065_cd	147318_00010	147318_00010_cd	147319_00095	147319_00095_cd	147320_63680	147320_63680_cd	147321_99234	147321_99234_cd	147329_00060	147329_00060_cd
USGS	0204309906	2019-04-20 19:05	EDT	0.26	P	19.4	P	305	P			0	P	1.16	P
USGS	0204309906	2019-04-20 19:10	EDT	0.26	P	19.3	P	301	P			0	P	1.16	P
USGS	0204309906	2019-04-20 19:15	EDT	0.26	P	19.2	P	297	P			0	P	1.16	P
USGS	0204309906	2019-04-20 19:20	EDT	0.26	P	19.2	P	292	P			0	P	1.16	P
USGS	0204309906	2019-04-20 19:25	EDT	0.26	P	19.1	P	286	P			0	P	1.16	P
USGS	0204309906	2019-04-20 19:30	EDT	0.26	P	19.1	P	281	P			0	P	1.16	P
USGS	0204309906	2019-04-20 19:35	EDT	0.26	P	19.0	P	277	P			0	P	1.16	P
USGS	0204309906	2019-04-20 19:40	EDT	0.26	P	19.0	P	274	P			0	P	1.16	P
USGS	0204309906	2019-04-20 19:45	EDT	0.26	P	18.9	P	270	P			0	P	1.16	P
USGS	0204309906	2019-04-20 19:50	EDT	0.26	P	18.9	P	266	P			0	P	1.16	P
USGS	0204309906	2019-04-20 19:55	EDT	0.26	P	18.8	P	263	P			0	P	1.16	P
USGS	0204309906	2019-04-20 20:00	EDT	0.26	P	18.8	P	260	P			0	P	1.16	P
USGS	0204309906	2019-04-20 20:05	EDT	0.26	P	18.7	P	225	P			0	P	1.16	P
USGS	0204309906	2019-04-20 20:10	EDT	0.26	P	18.6	P	223	P			0	P	1.16	P
USGS	0204309906	2019-04-20 20:15	EDT	0.26	P	18.6	P	220	P			0	P	1.16	P
USGS	0204309906	2019-04-20 20:20	EDT	0.26	P	18.5	P	219	P			0	P	1.16	P
USGS	0204309906	2019-04-20 20:25	EDT	0.26	P	18.5	P	217	P			0	P	1.16	P
USGS	0204309906	2019-04-20 20:30	EDT	0.26	P	18.4	P	216	P			0	P	1.16	P
USGS	0204309906	2019-04-20 20:35	EDT	0.26	P	18.4	P	215	P			0	P	1.16	P
USGS	0204309906	2019-04-20 20:40	EDT	0.26	P	18.4	P	214	P			0	P	1.16	P
USGS	0204309906	2019-04-20 20:45	EDT	0.26	P	18.3	P	213	P			0	P	1.16	P
USGS	0204309906	2019-04-20 20:50	EDT	0.26	P	18.3	P	212	P			0	P	1.16	P
USGS	0204309906	2019-04-20 20:55	EDT	0.26	P	18.2	P	211	P			0	P	1.16	P
USGS	0204309906	2019-04-20 21:00	EDT	0.26	P	18.2	P	211	P			0	P	1.16	P
USGS	0204309906	2019-04-20 21:05	EDT	0.26	P	18.2	P	211	P			0	P	1.16	P
USGS	0204309906	2019-04-20 21:10	EDT	0.26	P	18.2	P	211	P			0	P	1.16	P
USGS	0204309906	2019-04-20 21:15	EDT	0.26	P	18.1	P	211	P			0	P	1.16	P
USGS	0204309906	2019-04-20 21:20	EDT	0.26	P	18.1	P	211	P			0	P	1.16	P
USGS	0204309906	2019-04-20 21:25	EDT	0.26	P	18.1	P	211	P			0	P	1.16	P
USGS	0204309906	2019-04-20 21:30	EDT	0.26	P	18.1	P	211	P			0	P	1.16	P
USGS	0204309906	2019-04-20 21:35	EDT	0.26	P	18.0	P	211	P			0	P	1.16	P
USGS	0204309906	2019-04-20 21:40	EDT	0.26	P	18.0	P	211	P			0	P	1.16	P
USGS	0204309906	2019-04-20 21:45	EDT	0.26	P	18.0	P	211	P			0	P	1.16	P
USGS	0204309906	2019-04-20 21:50	EDT	0.26	P	18.0	P	211	P			0	P	1.16	P
USGS	0204309906	2019-04-20 21:55	EDT	0.26	P	18.0	P	211	P			0	P	1.16	P
USGS	0204309906	2019-04-20 22:00	EDT	0.26	P	17.9	P	211	P			0	P	1.16	P
USGS	0204309906	2019-04-20 22:05	EDT	0.26	P	17.9	P	211	P			0	P	1.16	P
USGS	0204309906	2019-04-20 22:10	EDT	0.26	P	17.9	P	211	P			0	P	1.16	P
USGS	0204309906	2019-04-20 22:15	EDT	0.26	P	17.8	P	211	P			0	P	1.16	P
USGS	0204309906	2019-04-20 22:20	EDT	0.26	P	17.8	P	211	P			0	P	1.16	P
USGS	0204309906	2019-04-20 22:25	EDT	0.26	P	17.8	P	211	P			0	P	1.16	P
USGS	0204309906	2019-04-20 22:30	EDT	0.26	P	17.8	P	211	P			0	P	1.16	P
USGS	0204309906	2019-04-20 22:35	EDT	0.26	P	17.8	P	211	P			0	P	1.16	P
USGS	0204309906	2019-04-20 22:40	EDT	0.26	P	17.8	P	211	P			0	P	1.16	P
USGS	0204309906	2019-04-20 22:45	EDT	0.26	P	17.8	P	211	P			0	P	1.16	P
USGS	0204309906	2019-04-20 22:50	EDT	0.26	P	17.7	P	211	P			0	P	1.16	P
USGS	0204309906	2019-04-20 22:55	EDT	0.26	P	17.7	P	211	P			0	P	1.16	P
USGS	0204309906	2019-04-20 23:00	EDT	0.26	P	17.7	P	211	P			0	P	1.16	P
USGS	0204309906	2019-04-20 23:05	EDT	0.26	P	17.7	P	212	P			0	P	1.16	P
USGS	0204309906	2019-04-20 23:10	EDT	0.26	P	17.7	P	211	P			0	P	1.16	P
USGS	0204309906	2019-04-20 23:15	EDT	0.26	P	17.7	P	211	P			0	P	1.16	P
USGS	0204309906	2019-04-20 23:20	EDT	0.26	P	17.6	P	210	P			0	P	1.16	P
USGS	0204309906	2019-04-20 23:25	EDT	0.26	P	17.6	P	210	P			0	P	1.16	P
USGS	0204309906	2019-04-20 23:30	EDT	0.26	P	17.6	P	210	P			0	P	1.16	P
USGS	0204309906	2019-04-20 23:35	EDT	0.26	P	17.6	P	209	P			0	P	1.16	P
USGS	0204309906	2019-04-20 23:40	EDT	0.26	P	17.6	P	209	P			0	P	1.16	P
USGS	0204309906	2019-04-20 23:45	EDT	0.26	P	17.6	P	208	P			0	P	1.16	P
USGS	0204309906	2019-04-20 23:50	EDT	0.26	P	17.6	P	209	P			0	P	1.16	P
USGS	0204309906	2019-04-20 23:55	EDT	0.26	P	17.6	P	209	P			0	P	1.16	P
USGS	0204309906	2019-04-21 00:00	EDT	0.26	P	17.6	P	209	P			0	P	1.16	P
USGS	0204309906	2019-04-21 00:05	EDT	0.26	P	17.6	P	209	P			0	P	1.16	P
USGS	0204309906	2019-04-21 00:10	EDT	0.26	P	17.6	P	209	P			0	P	1.16	P
USGS	0204309906	2019-04-21 00:15	EDT	0.26	P	17.6	P	209	P			0	P	1.16	P
USGS	0204309906	2019-04-21 00:20	EDT	0.26	P	17.5	P	209	P			0	P	1.16	P
USGS	0204309906	2019-04-21 00:25	EDT	0.26	P	17.5	P	209	P			0	P	1.16	P
USGS	0204309906	2019-04-21 00:30	EDT	0.26	P	17.5	P	209	P			0	P	1.16	P
USGS	0204309906	2019-04-21 00:35	EDT	0.26	P	17.5	P	209	P			0	P	1.16	P
USGS	0204309906	2019-04-21 00:40	EDT	0.26	P	17.5	P	210	P			0	P	1.16	P
USGS	0204309906	2019-04-21 00:45	EDT	0.26	P	17.5	P	210	P			0	P	1.16	P
USGS	0204309906	2019-04-21 00:50	EDT	0.26	P	17.5	P	210	P			0	P	1.16	P
USGS	0204309906	2019-04-21 00:55	EDT	0.26	P	17.4	P	210	P			0	P	1.16	P
USGS	0204309906	2019-04-21 01:00	EDT	0.26	P	17.4	P	210	P			0	P	1.16	P
USGS	0204309906	2019-04-21 01:05	EDT	0.26	P	17.4	P	210	P			0	P	1.16	P
USGS	0204309906	2019-04-21 01:10	EDT	0.26	P	17.4	P	211	P			0	P	1.16	P
USGS	0204309906	2019-04-21 01:15	EDT	0.26	P	17.4	P	211	P			0	P	1.16	P
USGS	0204309906	2019-04-21 01:20	EDT	0.26	P	17.4	P	211	P			0	P	1.16	P
USGS	0204309906	2019-04-21 01:25	EDT	0.26	P	17.4	P	211	P			0	P	1.16	P
USGS	0204309906	2019-04-21 01:30	EDT	0.26	P	17.3	P	212	P			0	P	1.16	P
USGS	0204309906	2019-04-21 01:35	EDT	0.26	P	17.3	P	213	P			0	P	1.16	P
USGS	0204309906	2019-04-21 01:40	EDT	0.26	P	17.3	P	214	P			0	P	1.16	P
USGS	0204309906	2019-04-21 01:45	EDT	0.26	P	17.3	P	214	P			0	P	1.16	P
USGS	0204309906	2019-04-21 01:50	EDT	0.26	P	17.3	P	214	P			0	P	1.16	P
USGS	0204309906	2019-04-21 01:55	EDT	0.26	P	17.2	P	215	P			0	P	1.16	P
USGS	0204309906	2019-04-21 02:00	EDT	0.26	P	17.2	P	215	P			0	P	1.16	P
USGS	0204309906	2019-04-21 02:05	EDT	0.26	P	17.2	P	236	P			0	P	1.16	P
USGS	0204309906	2019-04-21 02:10	EDT	0.26	P	17.2	P	234	P			0	P	1.16	P
USGS	0204309906	2019-04-21 02:15	EDT	0.26	P	17.2	P	233	P			0	P	1.16	P
USGS	0204309906	2019-04-21 02:20	EDT	0.26	P	17.2	P	232	P			0	P	1.16	P
USGS	0204309906	2019-04-21 02:25	EDT	0.26	P	17.2	P	231	P			0	P	1.16	P
USGS	0204309906	2019-04-21 02:30	EDT	0.26	P	17.2	P	230	P			0	P	1.16	P
USGS	0204309906	2019-04-21 02:35	EDT	0.26	P	17.1	P	230	P			0	P	1.16	P
USGS	0204309906	2019-04-21 02:40	EDT	0.26	P	17.1	P	229	P			0	P	1.16	P
USGS	0204309906	2019-04-21 02:45	EDT	0.26	P	17.1	P	229	P			0	P	1.16	P
USGS	0204309906	2019-04-21 02:50	EDT	0.26	P	17.1	P	228	P			0	P	1.16	P
USGS	0204309906	2019-04-21 02:55	EDT	0.26	P	17.1	P	228	P			0	P	1.16	P
USGS	0204309906	2019-04-21 03:00	EDT	0.26	P	17.0	P	228	P			0	P	1.16	P
USGS	0204309906	2019-04-21 03:05	EDT	0.26	P	17.0	P	228	P			0	P	1.16	P
USGS	0204309906	2019-04-21 03:10	EDT	0.26	P	17.0	P	229	P			0	P	1.16	P
USGS	0204309906	2019-04-21 03:15	EDT	0.26	P	17.0	P	229	P			0	P	1.16	P
USGS	0204309906	2019-04-21 03:20	EDT	0.26	P	17.0	P	229	P			0	P	1.16	P
USGS	0204309906	2019-04-21 03:25	EDT	0.26	P	17.0	P	229	P			0	P	1.16	P
USGS	0204309906	2019-04-21 03:30	EDT	0.26	P	16.9	P	230	P			0	P	1.16	P
USGS	0204309906	2019-04-21 03:35	EDT	0.26	P	16.9	P	230	P			0	P	1.16	P
USGS	0204309906	2019-04-21 03:40	EDT	0.26	P	16.9	P	230	P			0	P	1.16	P
USGS	0204309906	2019-04-21 03:45	EDT	0.26	P	16.9	P	231	P			0	P	1.16	P
USGS	0204309906	2019-04-21 03:50	EDT	0.26	P	16.9	P	232	P			0	P	1.16	P
USGS	0204309906	2019-04-21 03:55	EDT	0.26	P	16.8	P	233	P			0	P	1.16	P
USGS	0204309906	2019-04-21 04:00	EDT	0.26	P	16.8	P	234	P			0	P	1.16	P
USGS	0204309906	2019-04-21 04:05	EDT	0.26	P	16.8	P	236	P			0	P	1.16	P
USGS	0204309906	2019-04-21 04:10	EDT	0.26	P	16.8	P	237	P			0	P	1.16	P
USGS	0204309906	2019-04-21 04:15	EDT	0.26	P	16.8	P	237	P			0	P	1.16	P
USGS	0204309906	2019-04-21 04:20	EDT	0.26	P	16.8	P	237	P			0	P	1.16	P
USGS	0204309906	2019-04-21 04:25	EDT	0.26	P	16.8	P	237	P			0	P	1.16	P
USGS	0204309906	2019-04-21 04:30	EDT	0.26	P	16.8	P	237	P			0	P	1.16	P
USGS	0204309906	2019-04-21 04:35	EDT	0.26	P	16.7	P	237	P			0	P	1.16	P
USGS	0204309906	2019-04-21 04:40	EDT	0.26	P	16.7	P	236	P			0	P	1.16	P
USGS	0204309906	2019-04-21 04:45	EDT	0.26	P	16.7	P	235	P			0	P	1.16	P
USGS	0204309906	2019-04-21 04:50	EDT	0.26	P	16.7	P	236	P			0	P	1.16	P
USGS	0204309906	2019-04-21 04:55	EDT	0.26	P	16.7	P	236	P			0	P	1.16	P
USGS	0204309906	2019-04-21 05:00	EDT	0.26	P	16.7	P	236	P			0	P	1.16	P
USGS	0204309906	2019-04-21 05:05	EDT	0.26	P	16.7	P	244	P			0	P	1.16	P
USGS	0204309906	2019-04-21 05:10	EDT	0.26	P	16.7	P	241	P			0	P	1.16	P
USGS	0204309906	2019-04-21 05:15	EDT	0.26	P	16.7	P	238	P			0	P	1.16	P
USGS	0204309906	2019-04-21 05:20	EDT	0.26	P	16.7	P	236	P			0	P	1.16	P
USGS	0204309906	2019-04-21 05:25	EDT	0.26	P	16.6	P	234	P			0	P	1.16	P
USGS	0204309906	2019-04-21 05:30	EDT	0.26	P	16.6	P	233	P			0	P	1.16	P
USGS	0204309906	2019-04-21 05:35	EDT	0.26	P	16.6	P	232	P			0	P	1.16	P
USGS	0204309906	2019-04-21 05:40	EDT	0.26	P	16.6	P	231	P			0	P	1.16	P
USGS	0204309906	2019-04-21 05:45	EDT	0.26	P	16.6	P	231	P			0	P	1.16	P
USGS	0204309906	2019-04-21 05:50	EDT	0.26	P	16.6	P	232	P			0	P	1.16	P
USGS	0204309906	2019-04-21 05:55	EDT	0.26	P	16.6	P	232	P			0	P	1.16	P
USGS	0204309906	2019-04-21 06:00	EDT	0.26	P	16.6	P	231	P			0	P	1.16	P
USGS	0204309906	2019-04-21 06:05	EDT	0.26	P	16.6	P	231	P			0	P	1.16	P
USGS	0204309906	2019-04-21 06:10	EDT	0.26	P	16.6	P	230	P			0	P	1.16	P
USGS	0204309906	2019-04-21 06:15	EDT	0.26	P	16.6	P	229	P			0	P	1.16	P
USGS	0204309906	2019-04-21 06:20	EDT	0.26	P	16.6	P	229	P			0	P	1.16	P
USGS	0204309906	2019-04-21 06:25	EDT	0.26	P	16.6	P	226	P			0	P	1.16	P
USGS	0204309906	2019-04-21 06:30	EDT	0.26	P	16.6	P	226	P			0	P	1.16	P
USGS	0204309906	2019-04-21 06:35	EDT	0.26	P	16.6	P	225	P			0	P	1.16	P
USGS	0204309906	2019-04-21 06:40	EDT	0.26	P	16.6	P	224	P			0	P	1.16	P
USGS	0204309906	2019-04-21 06:45	EDT	0.26	P	16.6	P	223	P			0	P	1.16	P
USGS	0204309906	2019-04-21 06:50	EDT	0.26	P	16.6	P	223	P			0	P	1.16	P
USGS	0204309906	2019-04-21 06:55	EDT	0.26	P	16.6	P	223	P			0	P	1.16	P
USGS	0204309906	2019-04-21 07:00	EDT	0.26	P	16.6	P	222	P			0	P	1.16	P
USGS	0204309906	2019-04-21 07:05	EDT	0.26	P	16.6	P	222	P			0	P	1.16	P
USGS	0204309906	2019-04-21 07:10	EDT	0.26	P	16.5	P	221	P			0	P	1.16	P
USGS	0204309906	2019-04-21 07:15	EDT	0.26	P	16.5	P	221	P			0	P	1.16	P
USGS	0204309906	2019-04-21 07:20	EDT	0.25	P	16.5	P	220	P			0	P	1.04	P
USGS	0204309906	2019-04-21 07:25	EDT	0.25	P	16.5	P	220	P			0	P	1.04	P
USGS	0204309906	2019-04-21 07:30	EDT	0.26	P	16.5	P	219	P			0	P	1.16	P
USGS	0204309906	2019-04-21 07:35	EDT	0.26	P	16.5	P	219	P			0	P	1.16	P
USGS	0204309906	2019-04-21 07:40	EDT	0.25	P	16.5	P	218	P			0	P	1.04	P
USGS	0204309906	2019-04-21 07:45	EDT	0.26	P	16.5	P	218	P			0	P	1.16	P
USGS	0204309906	2019-04-21 07:50	EDT	0.25	P	16.5	P	217	P			0	P	1.04	P
USGS	0204309906	2019-04-21 07:55	EDT	0.25	P	16.5	P	217	P			0	P	1.04	P
USGS	0204309906	2019-04-21 08:00	EDT	0.25	P	16.5	P	216	P			0	P	1.04	P
USGS	0204309906	2019-04-21 08:05	EDT	0.25	P	16.5	P	215	P			0	P	1.04	P
USGS	0204309906	2019-04-21 08:10	EDT	0.25	P	16.5	P	213	P			0	P	1.04	P
USGS	0204309906	2019-04-21 08:15	EDT	0.26	P	16.5	P	212	P			0	P	1.16	P
USGS	0204309906	2019-04-21 08:20	EDT	0.25	P	16.5	P	212	P			0	P	1.04	P
USGS	0204309906	2019-04-21 08:25	EDT	0.25	P	16.6	P	212	P			0	P	1.04	P
USGS	0204309906	2019-04-21 08:30	EDT	0.25	P	16.6	P	212	P			0	P	1.04	P
USGS	0204309906	2019-04-21 08:35	EDT	0.25	P	16.6	P	212	P			0	P	1.04	P
USGS	0204309906	2019-04-21 08:40	EDT	0.25	P	16.6	P	212	P			0	P	1.04	P
USGS	0204309906	2019-04-21 08:45	EDT	0.25	P	16.6	P	212	P			0	P	1.04	P
USGS	0204309906	2019-04-21 08:50	EDT	0.25	P	16.6	P	212	P			0	P	1.04	P
USGS	0204309906	2019-04-21 08:55	EDT	0.25	P	16.6	P	212	P			0	P	1.04	P
USGS	0204309906	2019-04-21 09:00	EDT	0.25	P	16.6	P	212	P			0	P	1.04	P
USGS	0204309906	2019-04-21 09:05	EDT	0.25	P	16.6	P	212	P			0	P	1.04	P
USGS	0204309906	2019-04-21 09:10	EDT	0.25	P	16.6	P	212	P			0	P	1.04	P
USGS	0204309906	2019-04-21 09:15	EDT	0.25	P	16.6	P	212	P			0	P	1.04	P
USGS	0204309906	2019-04-21 09:20	EDT	0.25	P	16.6	P	212	P			0	P	1.04	P
USGS	0204309906	2019-04-21 09:25	EDT	0.25	P	16.6	P	212	P			0	P	1.04	P
USGS	0204309906	2019-04-21 09:30	EDT	0.25	P	16.6	P	212	P			0	P	1.04	P
USGS	0204309906	2019-04-21 09:35	EDT	0.25	P	16.6	P	212	P			0	P	1.04	P
USGS	0204309906	2019-04-21 09:40	EDT	0.25	P	16.6	P	212	P			0	P	1.04	P
USGS	0204309906	2019-04-21 09:45	EDT	0.25	P	16.6	P	212	P			0	P	1.04	P
USGS	0204309906	2019-04-21 09:50	EDT	0.25	P	16.7	P	212	P			0	P	1.04	P
USGS	0204309906	2019-04-21 09:55	EDT	0.26	P	16.7	P	211	P			0	P	1.16	P
USGS	0204309906	2019-04-21 10:00	EDT	0.25	P	16.7	P	211	P			0	P	1.04	P
USGS	0204309906	2019-04-21 10:05	EDT	0.25	P	16.8	P	211	P			0	P	1.04	P
USGS	0204309906	2019-04-21 10:10	EDT	0.26	P	16.8	P	210	P			0	P	1.16	P
USGS	0204309906	2019-04-21 10:15	EDT	0.25	P	16.8	P	210	P			0	P	1.04	P
USGS	0204309906	2019-04-21 10:20	EDT	0.26	P	16.9	P	209	P			0	P	1.16	P
USGS	0204309906	2019-04-21 10:25	EDT	0.26	P	16.9	P	208	P			0	P	1.16	P
USGS	0204309906	2019-04-21 10:30	EDT	0.25	P	17.0	P	208	P			0	P	1.04	P
USGS	0204309906	2019-04-21 10:35	EDT	0.26	P	17.0	P	207	P			0	P	1.16	P
USGS	0204309906	2019-04-21 10:40	EDT	0.25	P	17.0	P	206	P			0	P	1.04	P
USGS	0204309906	2019-04-21 10:45	EDT	0.26	P	17.1	P	206	P			0	P	1.16	P
USGS	0204309906	2019-04-21 10:50	EDT	0.25	P	17.1	P	205	P			0	P	1.04	P
USGS	0204309906	2019-04-21 10:55	EDT	0.25	P	17.2	P	204	P			0	P	1.04	P
USGS	0204309906	2019-04-21 11:00	EDT	0.25	P	17.2	P	204	P			0	P	1.04	P
USGS	0204309906	2019-04-21 11:05	EDT	0.25	P	17.3	P	205	P			0	P	1.04	P
USGS	0204309906	2019-04-21 11:10	EDT	0.25	P	17.3	P	204	P			0	P	1.04	P
USGS	0204309906	2019-04-21 11:15	EDT	0.25	P	17.4	P	203	P			0	P	1.04	P
USGS	0204309906	2019-04-21 11:20	EDT	0.25	P	17.4	P	203	P			0	P	1.04	P
USGS	0204309906	2019-04-21 11:25	EDT	0.25	P	17.5	P	203	P			0	P	1.04	P
USGS	0204309906	2019-04-21 11:30	EDT	0.25	P	17.5	P	202	P			0	P	1.04	P
USGS	0204309906	2019-04-21 11:35	EDT	0.25	P	17.6	P	202	P			0	P	1.04	P
USGS	0204309906	2019-04-21 11:40	EDT	0.25	P	17.6	P	202	P			0	P	1.04	P
USGS	0204309906	2019-04-21 11:45	EDT	0.25	P	17.7	P	202	P			0	P	1.04	P
USGS	0204309906	2019-04-21 11:50	EDT	0.25	P	17.8	P	202	P			0	P	1.04	P
USGS	0204309906	2019-04-21 11:55	EDT	0.25	P	17.8	P	202	P			0	P	1.04	P
USGS	0204309906	2019-04-21 12:00	EDT	0.25	P	17.9	P	202	P			0	P	1.04	P
USGS	0204309906	2019-04-21 12:05	EDT	0.25	P	18.0	P	202	P			0	P	1.04	P
USGS	0204309906	2019-04-21 12:10	EDT	0.25	P	18.0	P	202	P			0	P	1.04	P
USGS	0204309906	2019-04-21 12:15	EDT	0.25	P	18.1	P	202	P			0	P	1.04	P
USGS	0204309906	2019-04-21 12:20	EDT	0.25	P	18.2	P	201	P			0	P	1.04	P
USGS	0204309906	2019-04-21 12:25	EDT	0.25	P	18.3	P	201	P			0	P	1.04	P
USGS	0204309906	2019-04-21 12:30	EDT	0.25	P	18.3	P	201	P			0	P	1.04	P
USGS	0204309906	2019-04-21 12:35	EDT	0.25	P	18.4	P	201	P			0	P	1.04	P
USGS	0204309906	2019-04-21 12:40	EDT	0.25	P	18.5	P	201	P			0	P	1.04	P
USGS	0204309906	2019-04-21 12:45	EDT	0.25	P	18.5	P	202	P			0	P	1.04	P
USGS	0204309906	2019-04-21 12:50	EDT	0.25	P	18.6	P	202	P			0	P	1.04	P
USGS	0204309906	2019-04-21 12:55	EDT	0.25	P	18.6	P	202	P			0	P	1.04	P
USGS	0204309906	2019-04-21 13:00	EDT	0.25	P	18.7	P	202	P			0	P	1.04	P
USGS	0204309906	2019-04-21 13:05	EDT	0.25	P	18.7	P	202	P			0	P	1.04	P
USGS	0204309906	2019-04-21 13:10	EDT	0.25	P	18.8	P	202	P			0	P	1.04	P
USGS	0204309906	2019-04-21 13:15	EDT	0.25	P	18.8	P	202	P			0	P	1.04	P
USGS	0204309906	2019-04-21 13:20	EDT	0.25	P	18.9	P	203	P			0	P	1.04	P
USGS	0204309906	2019-04-21 13:25	EDT	0.25	P	19.0	P	203	P			0	P	1.04	P
USGS	0204309906	2019-04-21 13:30	EDT	0.25	P	19.0	P	203	P			0	P	1.04	P
USGS	0204309906	2019-04-21 13:35	EDT	0.25	P	19.1	P	203	P			0	P	1.04	P
USGS	0204309906	2019-04-21 13:40	EDT	0.25	P	19.2	P	204	P			0	P	1.04	P
USGS	0204309906	2019-04-21 13:45	EDT	0.25	P	19.2	P	204	P			0	P	1.04	P
USGS	0204309906	2019-04-21 13:50	EDT	0.25	P	19.3	P	205	P			0	P	1.04	P
USGS	0204309906	2019-04-21 13:55	EDT	0.25	P	19.4	P	206	P			0	P	1.04	P
USGS	0204309906	2019-04-21 14:00	EDT	0.25	P	19.4	P	207	P			0	P	1.04	P
USGS	0204309906	2019-04-21 14:05	EDT	0.25	P	19.5	P	208	P			0	P	1.04	P
USGS	0204309906	2019-04-21 14:10	EDT	0.25	P	19.5	P	209	P			0	P	1.04	P
USGS	0204309906	2019-04-21 14:15	EDT	0.25	P	19.5	P	209	P			0	P	1.04	P
USGS	0204309906	2019-04-21 14:20	EDT	0.25	P	19.6	P	209	P			0	P	1.04	P
USGS	0204309906	2019-04-21 14:25	EDT	0.25	P	19.6	P	210	P			0	P	1.04	P
USGS	0204309906	2019-04-21 14:30	EDT	0.25	P	19.6	P	210	P			0	P	1.04	P
USGS	0204309906	2019-04-21 14:35	EDT	0.25	P	19.6	P	210	P			0	P	1.04	P
USGS	0204309906	2019-04-21 14:40	EDT	0.25	P	19.6	P	210	P			0	P	1.04	P
USGS	0204309906	2019-04-21 14:45	EDT	0.25	P	19.7	P	210	P			0	P	1.04	P
USGS	0204309906	2019-04-21 14:50	EDT	0.25	P	19.7	P	210	P			0	P	1.04	P
USGS	0204309906	2019-04-21 14:55	EDT	0.25	P	19.7	P	210	P			0	P	1.04	P
USGS	0204309906	2019-04-21 15:00	EDT	0.25	P	19.7	P	210	P			0	P	1.04	P
USGS	0204309906	2019-04-21 15:05	EDT	0.25	P	19.8	P	210	P			0	P	1.04	P
USGS	0204309906	2019-04-21 15:10	EDT	0.25	P	19.8	P	210	P			0	P	1.04	P
USGS	0204309906	2019-04-21 15:15	EDT	0.25	P	19.8	P	210	P			0	P	1.04	P
USGS	0204309906	2019-04-21 15:20	EDT	0.25	P	19.8	P	210	P			0	P	1.04	P
USGS	0204309906	2019-04-21 15:25	EDT	0.25	P	19.8	P	210	P			0	P	1.04	P
USGS	0204309906	2019-04-21 15:30	EDT	0.25	P	19.9	P	210	P			0	P	1.04	P
USGS	0204309906	2019-04-21 15:35	EDT	0.25	P	19.9	P	210	P			0	P	1.04	P
USGS	0204309906	2019-04-21 15:40	EDT	0.25	P	19.9	P	210	P			0	P	1.04	P
USGS	0204309906	2019-04-21 15:45	EDT	0.25	P	19.9	P	210	P			0	P	1.04	P
USGS	0204309906	2019-04-21 15:50	EDT	0.25	P	19.9	P	210	P			0	P	1.04	P
USGS	0204309906	2019-04-21 15:55	EDT	0.25	P	19.9	P	210	P			0	P	1.04	P
USGS	0204309906	2019-04-21 16:00	EDT	0.25	P	19.9	P	210	P			0	P	1.04	P
USGS	0204309906	2019-04-21 16:05	EDT	0.25	P	19.9	P	211	P			0	P	1.04	P
USGS	0204309906	2019-04-21 16:10	EDT	0.25	P	19.9	P	211	P			0	P	1.04	P
USGS	0204309906	2019-04-21 16:15	EDT	0.25	P	19.8	P	211	P			0	P	1.04	P
USGS	0204309906	2019-04-21 16:20	EDT	0.25	P	19.8	P	211	P			0	P	1.04	P
USGS	0204309906	2019-04-21 16:25	EDT	0.25	P	19.8	P	211	P			0	P	1.04	P
USGS	0204309906	2019-04-21 16:30	EDT	0.25	P	19.7	P	211	P			0	P	1.04	P
USGS	0204309906	2019-04-21 16:35	EDT	0.25	P	19.7	P	211	P			0	P	1.04	P
USGS	0204309906	2019-04-21 16:40	EDT	0.25	P	19.6	P	212	P			0	P	1.04	P
USGS	0204309906	2019-04-21 16:45	EDT	0.25	P	19.6	P	212	P			0	P	1.04	P
USGS	0204309906	2019-04-21 16:50	EDT	0.25	P	19.5	P	212	P			0	P	1.04	P
USGS	0204309906	2019-04-21 16:55	EDT	0.25	P	19.4	P	212	P			0	P	1.04	P
USGS	0204309906	2019-04-21 17:00	EDT	0.25	P	19.4	P	212	P			0	P	1.04	P
