# ---------------------------------- WARNING ----------------------------------------
# Some of the data that you have obtained from this U.S. Geological Survey database
# may not have received Director's approval. Any such data values are qualified
# as provisional and are subject to revision. Provisional data are released on the
# condition that neither the USGS nor the United States Government may be held liable
# for any damages resulting from its use.
#
# Additional info: https://help.waterdata.usgs.gov/policies/provisional-data-statement
#
# File-format description:  https://help.waterdata.usgs.gov/faq/about-tab-delimited-output
# Automated-retrieval info: https://help.waterdata.usgs.gov/faq/automated-retrievals
#
# Contact:   gs-w_support_nwisweb@usgs.gov
# retrieved: 2019-04-01 20:22:11 EDT       (sdww01)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 0204288539 BELLS MILL CRK AT BELLS MILL RD AT CHESAPEAKE, VA
# -----------------------------------------------------------------------------------
#
# Data provided for site 0204288539
#            TS   parameter     statistic     Description
#        145390       62620     00021     Estuary or ocean water surface elevation above NAVD 1988, feet (Tidal High (Daily))
#        145391       62620     00024     Estuary or ocean water surface elevation above NAVD 1988, feet (Tidal Low (Daily))
#
# Data-value qualification codes included in this output:
#        
#     A  Approved for publication -- Processing and review completed.
#     P  Provisional data subject to revision.
# 
agency_cd	site_no	datetime	145390_62620_00021	145390_62620_00021_cd	145391_62620_00024	145391_62620_00024_cd
USGS	0204288539	2017-06-13	1.09	A	-1.93	A
USGS	0204288539	2017-06-14	1.32	A	-1.58	A
USGS	0204288539	2017-06-15	1.82	A	-1.00	A
USGS	0204288539	2017-06-16	2.02	A	-0.79	A
USGS	0204288539	2017-06-17	1.92	A	-0.87	A
USGS	0204288539	2017-06-18	1.44	A	-1.73	A
USGS	0204288539	2017-06-19	1.17	A	-2.12	A
USGS	0204288539	2017-06-20	1.54	A	-2.11	A
USGS	0204288539	2017-06-21	1.73	A	-2.21	A
USGS	0204288539	2017-06-22	2.07	A	-2.17	A
USGS	0204288539	2017-06-23	2.00	A	-2.39	A
USGS	0204288539	2017-06-24	2.15	A	-2.56	A
USGS	0204288539	2017-06-25	2.22	A	-2.07	A
USGS	0204288539	2017-06-26	1.92	A	-2.02	A
USGS	0204288539	2017-06-27	2.13	A	-1.89	A
USGS	0204288539	2017-06-28	2.08	A	-1.71	A
USGS	0204288539	2017-06-29	1.48	A	-1.83	A
USGS	0204288539	2017-06-30	1.23	A	-1.79	A
USGS	0204288539	2017-07-01	1.12	A	-1.74	A
USGS	0204288539	2017-07-02	1.56	A	-1.57	A
USGS	0204288539	2017-07-03	1.54	A	-1.48	A
USGS	0204288539	2017-07-04	1.49	A	-1.48	A
USGS	0204288539	2017-07-05	1.87	A	-1.19	A
USGS	0204288539	2017-07-06	1.89	A	-1.28	A
USGS	0204288539	2017-07-07	1.81	A	-1.46	A
USGS	0204288539	2017-07-08	1.81	A	-1.75	A
USGS	0204288539	2017-07-09	1.74	A	-1.57	A
USGS	0204288539	2017-07-10	1.59	A	-1.58	A
USGS	0204288539	2017-07-11	1.59	A	-1.84	A
USGS	0204288539	2017-07-12	1.44	A	-1.95	A
USGS	0204288539	2017-07-13	1.16	A	-1.96	A
USGS	0204288539	2017-07-14	1.42	A	-1.91	A
USGS	0204288539	2017-07-15	2.02	A	-0.75	A
USGS	0204288539	2017-07-16	1.89	A	-1.14	A
USGS	0204288539	2017-07-17	1.80	A	-1.54	A
USGS	0204288539	2017-07-18	1.64	A	-1.63	A
USGS	0204288539	2017-07-19	1.83	A	-1.70	A
USGS	0204288539	2017-07-20	1.76	A	-1.98	A
USGS	0204288539	2017-07-21	1.90	A	-2.21	A
USGS	0204288539	2017-07-22	2.03	A	-2.22	A
USGS	0204288539	2017-07-23	2.29	A	-2.27	A
USGS	0204288539	2017-07-24	2.36	A	-2.04	A
USGS	0204288539	2017-07-25	2.51	A	-1.46	A
USGS	0204288539	2017-07-26	2.17	A	-1.38	A
USGS	0204288539	2017-07-27	2.18	A	-1.37	A
USGS	0204288539	2017-07-28	1.80	A	-1.37	A
USGS	0204288539	2017-07-29	3.42	A	-0.76	A
USGS	0204288539	2017-07-30	3.25	A	0.12	A
USGS	0204288539	2017-07-31	2.28	A	-0.75	A
USGS	0204288539	2017-08-01	1.71	A	-1.12	A
USGS	0204288539	2017-08-02	1.69	A	-1.18	A
USGS	0204288539	2017-08-03	1.70	A	-0.96	A
USGS	0204288539	2017-08-04	1.85	A	-1.06	A
USGS	0204288539	2017-08-05	2.19	A	-1.27	A
USGS	0204288539	2017-08-06	1.75	A	-1.55	A
USGS	0204288539	2017-08-07	1.56	A	-1.84	A
USGS	0204288539	2017-08-08	2.07	A	-1.74	A
USGS	0204288539	2017-08-09	1.97	A	-1.52	A
USGS	0204288539	2017-08-10	1.92	A	-1.53	A
USGS	0204288539	2017-08-11	1.76	A	-1.72	A
USGS	0204288539	2017-08-12	2.00	A	-1.55	A
USGS	0204288539	2017-08-13	2.11	A	-1.40	A
USGS	0204288539	2017-08-14	1.82	A	-1.50	A
USGS	0204288539	2017-08-15	2.14	A	-1.34	A
USGS	0204288539	2017-08-16	2.15	A	-1.26	A
USGS	0204288539	2017-08-17	2.01	A	-1.46	A
USGS	0204288539	2017-08-18	2.05	A	-1.63	A
USGS	0204288539	2017-08-19	2.23	A	-1.53	A
USGS	0204288539	2017-08-20	2.29	A	-1.77	A
USGS	0204288539	2017-08-21	2.00	A	-2.08	A
USGS	0204288539	2017-08-22	1.86	A	-2.09	A
USGS	0204288539	2017-08-23	2.15	A	-2.29	A
USGS	0204288539	2017-08-24	2.38	A	-1.31	A
USGS	0204288539	2017-08-25	2.21	A	-1.22	A
USGS	0204288539	2017-08-26	2.08	A	-1.05	A
USGS	0204288539	2017-08-27	2.37	A	-0.60	A
USGS	0204288539	2017-08-28	2.87	A	-0.23	A
USGS	0204288539	2017-08-29	4.13	A	1.23	A
USGS	0204288539	2017-08-30	3.07	A	-0.11	A
USGS	0204288539	2017-08-31	2.13	A	-0.62	A
USGS	0204288539	2017-09-01	2.44	A	-0.19	A
USGS	0204288539	2017-09-02	2.36	A	-0.54	A
USGS	0204288539	2017-09-03	2.03	A	-1.05	A
USGS	0204288539	2017-09-04	1.86	A	-1.22	A
USGS	0204288539	2017-09-05	1.60	A	-1.81	A
USGS	0204288539	2017-09-06	2.11	A	-2.05	A
USGS	0204288539	2017-09-07	1.95	A	-1.64	A
USGS	0204288539	2017-09-08	1.94	A	-1.87	A
USGS	0204288539	2017-09-09	2.21	A	-1.81	A
USGS	0204288539	2017-09-10	2.28	A	-1.20	A
USGS	0204288539	2017-09-11	2.48	A	-1.17	A
USGS	0204288539	2017-09-12	2.25	A	-0.88	A
USGS	0204288539	2017-09-13	2.27	A	-1.13	A
USGS	0204288539	2017-09-14	2.07	A	-1.30	A
USGS	0204288539	2017-09-15	2.20	A	-1.17	A
USGS	0204288539	2017-09-16	2.30	A	-1.18	A
USGS	0204288539	2017-09-17	2.69	A	-1.10	A
USGS	0204288539	2017-09-18	3.34	A	-0.74	A
USGS	0204288539	2017-09-19	4.03	A	0.09	A
USGS	0204288539	2017-09-20	3.44	A	-0.33	A
USGS	0204288539	2017-09-21	3.19	A	-0.80	A
USGS	0204288539	2017-09-22	2.91	A	-1.13	A
USGS	0204288539	2017-09-23	3.03	A	-0.46	A
USGS	0204288539	2017-09-24	2.44	A	-0.74	A
USGS	0204288539	2017-09-25	2.35	A	-0.67	A
USGS	0204288539	2017-09-26	2.91	A	0.26	A
USGS	0204288539	2017-09-27	3.19	A	0.50	A
USGS	0204288539	2017-09-28	2.52	A	0.16	A
USGS	0204288539	2017-09-29	2.04	A	-0.49	A
USGS	0204288539	2017-09-30	2.05	A	-0.07	A
USGS	0204288539	2017-10-01	2.23	A	-0.19	A
USGS	0204288539	2017-10-02	1.98	A	-0.62	A
USGS	0204288539	2017-10-03	2.05	A	-1.32	A
USGS	0204288539	2017-10-04	2.06	A	-1.19	A
USGS	0204288539	2017-10-05	1.77	A	-2.01	A
USGS	0204288539	2017-10-06	1.65	A	-2.30	A
USGS	0204288539	2017-10-07	2.22	A	-1.99	A
USGS	0204288539	2017-10-08	2.23	A	-1.87	A
USGS	0204288539	2017-10-09	1.78	A	-1.99	A
USGS	0204288539	2017-10-10	1.87	A	-1.87	A
USGS	0204288539	2017-10-11	1.88	A	-1.48	A
USGS	0204288539	2017-10-12	3.42	A	-0.51	A
USGS	0204288539	2017-10-13	3.60	A	0.39	A
USGS	0204288539	2017-10-14	2.76	A	-0.99	A
USGS	0204288539	2017-10-15	1.83	A	-1.44	A
USGS	0204288539	2017-10-16	2.14	A	-1.78	A
USGS	0204288539	2017-10-17	2.52	A	-1.11	A
USGS	0204288539	2017-10-18	2.16	A	-1.37	A
USGS	0204288539	2017-10-19	1.82	A	-1.81	A
USGS	0204288539	2017-10-20	1.68	A	-2.02	A
USGS	0204288539	2017-10-21	1.71	A	-1.85	A
USGS	0204288539	2017-10-22	1.82	A	-1.61	A
USGS	0204288539	2017-10-23	1.80	A	-1.32	A
USGS	0204288539	2017-10-24	2.07	A	-1.06	A
USGS	0204288539	2017-10-25	2.13	A	-0.60	A
USGS	0204288539	2017-10-26	1.85	A	-0.75	A
USGS	0204288539	2017-10-27	1.22	A	-1.41	A
USGS	0204288539	2017-10-28	1.18	A	-1.32	A
USGS	0204288539	2017-10-29	2.19	A	-0.62	A
USGS	0204288539	2017-10-30	1.35	A	-1.21	A
USGS	0204288539	2017-10-31	0.90	A	-1.88	A
USGS	0204288539	2017-11-01	1.58	A	-2.04	A
USGS	0204288539	2017-11-02	2.07	A	-1.61	A
USGS	0204288539	2017-11-03	2.35	A	-1.57	A
USGS	0204288539	2017-11-04	3.12	A	-1.17	A
USGS	0204288539	2017-11-05	3.05	A	-1.27	A
USGS	0204288539	2017-11-06	2.73	A	-1.27	A
USGS	0204288539	2017-11-07	2.98	A	-0.83	A
USGS	0204288539	2017-11-08	3.55	A	-0.29	A
USGS	0204288539	2017-11-09	3.25	A	-0.21	A
USGS	0204288539	2017-11-10	3.20	A	-0.05	A
USGS	0204288539	2017-11-11	2.16	A	-1.45	A
USGS	0204288539	2017-11-12	1.48	A	-1.38	A
USGS	0204288539	2017-11-13	1.97	A	-1.18	A
USGS	0204288539	2017-11-14	2.33	A	-0.82	A
USGS	0204288539	2017-11-15	2.58	A	-0.63	A
USGS	0204288539	2017-11-16	2.53	A	-0.83	A
USGS	0204288539	2017-11-17	2.19	A	-1.39	A
USGS	0204288539	2017-11-18	1.25	A	-2.23	A
USGS	0204288539	2017-11-19	1.30	A	-2.51	A
USGS	0204288539	2017-11-20	1.24	A	-2.46	A
USGS	0204288539	2017-11-21	0.64	A	-2.48	A
USGS	0204288539	2017-11-22	1.34	A	-1.86	A
USGS	0204288539	2017-11-23	1.61	A	-1.06	A
USGS	0204288539	2017-11-24	1.45	A	-1.09	A
USGS	0204288539	2017-11-25	1.17	A	-0.94	A
USGS	0204288539	2017-11-26	1.38	A	-1.13	A
USGS	0204288539	2017-11-27	1.05	A	-1.67	A
USGS	0204288539	2017-11-28	0.88	A	-1.82	A
USGS	0204288539	2017-11-29	1.13	A	-1.79	A
USGS	0204288539	2017-11-30	1.62	A	-1.71	A
USGS	0204288539	2017-12-01	2.15	A	-2.01	A
USGS	0204288539	2017-12-02	2.36	A	-1.66	A
USGS	0204288539	2017-12-03	2.59	A	-1.75	A
USGS	0204288539	2017-12-04	2.65	A	-1.77	A
USGS	0204288539	2017-12-05	2.42	A	-1.92	A
USGS	0204288539	2017-12-06	2.76	A	-2.14	A
USGS	0204288539	2017-12-07	1.81	A	-2.22	A
USGS	0204288539	2017-12-08	1.74	A	-1.88	A
USGS	0204288539	2017-12-09	2.93	A	-0.66	A
USGS	0204288539	2017-12-10	1.84	A	-1.54	A
USGS	0204288539	2017-12-11	1.00	A	-2.19	A
USGS	0204288539	2017-12-12	1.09	A	-2.10	A
USGS	0204288539	2017-12-13	1.44	A	-1.98	A
USGS	0204288539	2017-12-14	1.01	A	-2.66	A
USGS	0204288539	2017-12-15	1.33	A	-2.03	A
USGS	0204288539	2017-12-16	1.05	A	-2.36	A
USGS	0204288539	2017-12-17	0.56	A	-2.60	A
USGS	0204288539	2017-12-18	1.22	A	-2.04	A
USGS	0204288539	2017-12-19	1.26	A	-1.90	A
USGS	0204288539	2017-12-20	1.27	A	-2.03	A
USGS	0204288539	2017-12-21	1.68	A	-1.86	A
USGS	0204288539	2017-12-22	1.40	A	-1.59	A
USGS	0204288539	2017-12-23	1.07	A	-1.71	A
USGS	0204288539	2017-12-24	1.37	A	-1.15	A
USGS	0204288539	2017-12-25	0.97	A	-2.01	A
USGS	0204288539	2017-12-26	0.43	A	-2.71	A
USGS	0204288539	2017-12-27	0.39	A	-2.36	A
USGS	0204288539	2017-12-28	0.79	A	-2.52	A
USGS	0204288539	2017-12-29	0.41	A	-2.55	A
USGS	0204288539	2017-12-30	1.29	A	-2.36	A
USGS	0204288539	2017-12-31	2.32	A	-1.77	A
USGS	0204288539	2018-01-01	2.20	A	-1.97	A
USGS	0204288539	2018-01-02	1.79	A	-2.61	A
USGS	0204288539	2018-01-03	2.05	A	-2.70	A
USGS	0204288539	2018-01-04	2.76	A	-2.20	A
USGS	0204288539	2018-01-05	1.14	A	-2.54	A
USGS	0204288539	2018-01-06	0.33	A	-2.71	A
USGS	0204288539	2018-01-07	-0.30	A	-2.76	A
USGS	0204288539	2018-01-08	-0.47	A	-2.75	A
USGS	0204288539	2018-01-09	-0.20	A	-2.76	A
USGS	0204288539	2018-01-10	0.17	A	-2.35	A
USGS	0204288539	2018-01-11	0.69	A	-1.97	A
USGS	0204288539	2018-01-12	0.74	A	-1.90	A
USGS	0204288539	2018-01-13	1.16	A	-1.59	A
USGS	0204288539	2018-01-14	1.37	A	-1.77	A
USGS	0204288539	2018-01-15	1.71	A	-1.92	A
USGS	0204288539	2018-01-16	1.66	A	-1.61	A
USGS	0204288539	2018-01-17	2.16	A	-1.41	A
USGS	0204288539	2018-01-18	1.66	A	-1.99	A
USGS	0204288539	2018-01-19	1.30	A	-1.81	A
USGS	0204288539	2018-01-20	1.15	A	-2.18	A
USGS	0204288539	2018-01-21	0.98	A	-2.26	A
USGS	0204288539	2018-01-22	0.93	A	-2.11	A
USGS	0204288539	2018-01-23	1.21	A	-1.48	A
USGS	0204288539	2018-01-24	1.67	A	-1.66	A
USGS	0204288539	2018-01-25	1.16	A	-2.16	A
USGS	0204288539	2018-01-26	0.76	A	-2.53	A
USGS	0204288539	2018-01-27	0.63	A	-2.51	A
USGS	0204288539	2018-01-28	1.06	A	-2.38	A
USGS	0204288539	2018-01-29	2.65	A	-2.13	A
USGS	0204288539	2018-01-30	2.79	A	-1.15	A
USGS	0204288539	2018-01-31	2.40	A	-1.95	A
USGS	0204288539	2018-02-01	1.41	A	-2.40	A
USGS	0204288539	2018-02-02	1.92	A	-2.37	A
USGS	0204288539	2018-02-03	1.25	A	-2.47	A
USGS	0204288539	2018-02-04	1.12	A	-2.35	A
USGS	0204288539	2018-02-05	1.73	A	-1.70	A
USGS	0204288539	2018-02-06	1.16	A	-2.07	A
USGS	0204288539	2018-02-07	1.21	A	-1.54	A
USGS	0204288539	2018-02-08	1.52	A	-1.87	A
USGS	0204288539	2018-02-09	0.74	A	-1.80	A
USGS	0204288539	2018-02-10	0.86	A	-1.48	A
USGS	0204288539	2018-02-11	0.89	A	-2.06	A
USGS	0204288539	2018-02-12	0.88	A	-2.13	A
USGS	0204288539	2018-02-13	1.26	A	-1.96	A
USGS	0204288539	2018-02-14	1.20	A	-1.90	A
USGS	0204288539	2018-02-15	0.84	A	-2.22	A
USGS	0204288539	2018-02-16	1.38	A	-2.18	A
USGS	0204288539	2018-02-17	1.67	A	-1.77	A
USGS	0204288539	2018-02-18	1.85	A	-1.70	A
USGS	0204288539	2018-02-19	1.32	A	-1.94	A
USGS	0204288539	2018-02-20	1.40	A	-2.02	A
USGS	0204288539	2018-02-21	0.97	A	-2.44	A
USGS	0204288539	2018-02-22	0.75	A	-2.23	A
USGS	0204288539	2018-02-23	1.55	A	-1.59	A
USGS	0204288539	2018-02-24	1.47	A	-1.44	A
USGS	0204288539	2018-02-25	1.54	A	-1.83	A
USGS	0204288539	2018-02-26	1.88	A	-1.26	A
USGS	0204288539	2018-02-27	1.96	A	-1.62	A
USGS	0204288539	2018-02-28	1.69	A	-2.32	A
USGS	0204288539	2018-03-01	2.08	A	-2.22	A
USGS	0204288539	2018-03-02	2.40	A	-1.82	A
USGS	0204288539	2018-03-03	2.40	A	-1.70	A
USGS	0204288539	2018-03-04	3.55	A	-0.59	A
USGS	0204288539	2018-03-05	3.41	A	-0.10	A
USGS	0204288539	2018-03-06	3.13	A	-0.21	A
USGS	0204288539	2018-03-07	3.43	A	0.72	A
USGS	0204288539	2018-03-08	3.00	A	-0.14	A
USGS	0204288539	2018-03-09	2.61	A	-1.18	A
USGS	0204288539	2018-03-10	1.66	A	-1.53	A
USGS	0204288539	2018-03-11	0.85	A	-1.33	A
USGS	0204288539	2018-03-12	2.79	A	-0.13	A
USGS	0204288539	2018-03-13	2.44	A	-0.47	A
USGS	0204288539	2018-03-14	2.10	A	-0.93	A
USGS	0204288539	2018-03-15	0.56	A	-2.42	A
USGS	0204288539	2018-03-16	1.15	A	-2.24	A
USGS	0204288539	2018-03-17	1.20	A	-2.25	A
USGS	0204288539	2018-03-18	1.76	A	-1.99	A
USGS	0204288539	2018-03-19	2.12	A	-1.96	A
USGS	0204288539	2018-03-20	3.40	A	-0.71	A
USGS	0204288539	2018-03-21	3.83	A	-0.21	A
USGS	0204288539	2018-03-22	3.23	A	-0.66	A
USGS	0204288539	2018-03-23	2.56	A	-0.93	A
USGS	0204288539	2018-03-24	2.26	A	-1.63	A
USGS	0204288539	2018-03-25	1.84	A	-1.07	A
USGS	0204288539	2018-03-26	2.70	A	-0.50	A
USGS	0204288539	2018-03-27	2.60	A	-0.78	A
USGS	0204288539	2018-03-28	2.32	A	-1.30	A
USGS	0204288539	2018-03-29	2.45	A	-1.54	A
USGS	0204288539	2018-03-30	2.48	A	-2.06	A
USGS	0204288539	2018-03-31	1.86	A	-2.24	A
USGS	0204288539	2018-04-01	1.71	A	-2.32	A
USGS	0204288539	2018-04-02	2.33	A	-2.06	A
USGS	0204288539	2018-04-03	1.78	A	-1.47	A
USGS	0204288539	2018-04-04	2.01	A	-1.47	A
USGS	0204288539	2018-04-05	2.07	A	-2.04	A
USGS	0204288539	2018-04-06	0.55	A	-2.14	A
USGS	0204288539	2018-04-07	1.34	A	-1.93	A
USGS	0204288539	2018-04-08	2.04	A	-0.85	A
USGS	0204288539	2018-04-09	1.35	A	-0.83	A
USGS	0204288539	2018-04-10	1.35	A	-1.23	A
USGS	0204288539	2018-04-11	1.13	A	-1.56	A
USGS	0204288539	2018-04-12	1.06	A	-1.66	A
USGS	0204288539	2018-04-13	0.69	A	-2.45	A
USGS	0204288539	2018-04-14	0.77	A	-2.67	A
USGS	0204288539	2018-04-15	2.09	A	-2.60	A
USGS	0204288539	2018-04-16	2.97	A	-1.29	A
USGS	0204288539	2018-04-17	2.42	A	-1.56	A
USGS	0204288539	2018-04-18	2.01	A	-1.84	A
USGS	0204288539	2018-04-19	2.72	A	-1.66	A
USGS	0204288539	2018-04-20	1.36	A	-1.95	A
USGS	0204288539	2018-04-21	1.38	A	-1.86	A
USGS	0204288539	2018-04-22	1.26	A	-1.93	A
USGS	0204288539	2018-04-23	1.25	A	-1.80	A
USGS	0204288539	2018-04-24	1.79	A	-1.22	A
USGS	0204288539	2018-04-25	2.25	A	-0.93	A
USGS	0204288539	2018-04-26	2.02	A	-1.36	A
USGS	0204288539	2018-04-27	2.31	A	-1.61	A
USGS	0204288539	2018-04-28	2.11	A	-1.50	A
USGS	0204288539	2018-04-29	2.11	A	-1.32	A
USGS	0204288539	2018-04-30	1.37	A	-1.93	A
USGS	0204288539	2018-05-01	1.56	A	-2.12	A
USGS	0204288539	2018-05-02	1.24	A	-2.09	A
USGS	0204288539	2018-05-03	0.60	A	-2.29	A
USGS	0204288539	2018-05-04	0.82	A	-2.38	A
USGS	0204288539	2018-05-05	0.81	A	-1.78	A
USGS	0204288539	2018-05-06	1.11	A	-1.15	A
USGS	0204288539	2018-05-07	1.52	A	-0.77	A
USGS	0204288539	2018-05-08	1.57	A	-0.59	A
USGS	0204288539	2018-05-09	1.59	A	-0.88	A
USGS	0204288539	2018-05-10	1.27	A	-1.69	A
USGS	0204288539	2018-05-11	1.44	A	-1.37	A
USGS	0204288539	2018-05-12	1.46	A	-1.74	A
USGS	0204288539	2018-05-13				
USGS	0204288539	2018-05-14	2.59	A	-1.50	A
USGS	0204288539	2018-05-15	1.83	A	-2.30	A
USGS	0204288539	2018-05-16	2.25	A	-1.89	A
USGS	0204288539	2018-05-17	2.44	A	-1.82	A
USGS	0204288539	2018-05-18	1.92	A	-1.47	A
USGS	0204288539	2018-05-19	2.80	A	-0.95	A
USGS	0204288539	2018-05-20	2.40	A	-1.43	A
USGS	0204288539	2018-05-21	1.73	A	-1.57	A
USGS	0204288539	2018-05-22	1.77	A	-1.30	A
USGS	0204288539	2018-05-23	1.97	A	-1.34	A
USGS	0204288539	2018-05-24	1.80	A	-1.42	A
USGS	0204288539	2018-05-25	1.75	A	-1.38	A
USGS	0204288539	2018-05-26	1.57	A	-1.85	A
USGS	0204288539	2018-05-27	1.65	A	-2.14	A
USGS	0204288539	2018-05-28	2.43	A	-1.29	A
USGS	0204288539	2018-05-29	2.17	A	-0.95	A
USGS	0204288539	2018-05-30	2.11	A	-1.40	A
USGS	0204288539	2018-05-31	1.95	A	-1.14	A
USGS	0204288539	2018-06-01	2.05	A	-1.03	A
USGS	0204288539	2018-06-02	1.67	A	-0.85	A
USGS	0204288539	2018-06-03	2.00	A	-0.69	A
USGS	0204288539	2018-06-04	2.72	A	0.00	A
USGS	0204288539	2018-06-05	2.41	A	-0.20	A
USGS	0204288539	2018-06-06	2.05	A	-0.31	A
USGS	0204288539	2018-06-07	2.10	A	-0.37	A
USGS	0204288539	2018-06-08	1.85	A	-1.09	A
USGS	0204288539	2018-06-09	1.62	A	-1.23	A
USGS	0204288539	2018-06-10	2.15	A	-1.36	A
USGS	0204288539	2018-06-11	3.30	A	-1.32	A
USGS	0204288539	2018-06-12	2.78	A	-0.93	A
USGS	0204288539	2018-06-13	2.41	A	-1.88	A
USGS	0204288539	2018-06-14	2.16	A	-2.07	A
USGS	0204288539	2018-06-15	2.49	A	-1.92	A
USGS	0204288539	2018-06-16	2.17	A	-1.72	A
USGS	0204288539	2018-06-17	2.17	A	-1.69	A
USGS	0204288539	2018-06-18	2.27	A	-1.56	A
USGS	0204288539	2018-06-19				
USGS	0204288539	2018-06-20	1.72	A	-1.62	A
USGS	0204288539	2018-06-21	2.14	A	-1.09	A
USGS	0204288539	2018-06-22				
USGS	0204288539	2018-06-23				
USGS	0204288539	2018-06-24	2.41	A	-0.85	A
USGS	0204288539	2018-06-25	2.23	A	-1.19	A
USGS	0204288539	2018-06-26	2.38	A	-1.47	A
USGS	0204288539	2018-06-27	2.08	A	-1.26	A
USGS	0204288539	2018-06-28	2.19	A	-1.15	A
USGS	0204288539	2018-06-29	1.90	A	-1.21	A
USGS	0204288539	2018-06-30	1.67	A	-1.43	A
USGS	0204288539	2018-07-01	1.65	A	-1.36	A
USGS	0204288539	2018-07-02	1.65	A	-1.16	A
USGS	0204288539	2018-07-03	1.65	A	-1.21	A
USGS	0204288539	2018-07-04	1.65	A	-1.19	A
USGS	0204288539	2018-07-05	1.46	A	-1.38	A
USGS	0204288539	2018-07-06	1.86	A	-1.61	A
USGS	0204288539	2018-07-07	2.58	A	-0.41	A
USGS	0204288539	2018-07-08	2.64	A	-0.53	A
USGS	0204288539	2018-07-09	2.09	A	-0.91	A
USGS	0204288539	2018-07-10	2.04	A	-1.62	A
USGS	0204288539	2018-07-11	2.49	A	-1.91	A
USGS	0204288539	2018-07-12	2.83	A	-1.56	A
USGS	0204288539	2018-07-13	2.66	A	-1.46	A
USGS	0204288539	2018-07-14	2.17	A	-1.90	A
USGS	0204288539	2018-07-15	2.16	A	-2.04	A
USGS	0204288539	2018-07-16	1.98	A	-1.86	A
USGS	0204288539	2018-07-17	1.85	A	-1.74	A
USGS	0204288539	2018-07-18	2.27	A	-1.23	A
USGS	0204288539	2018-07-19	2.00	A	-1.14	A
USGS	0204288539	2018-07-20	2.08	A	-1.15	A
USGS	0204288539	2018-07-21	2.75	A	-0.66	A
USGS	0204288539	2018-07-22	2.23	A	-1.12	A
USGS	0204288539	2018-07-23	1.91	A	-1.32	A
USGS	0204288539	2018-07-24	1.93	A	-1.24	A
USGS	0204288539	2018-07-25	1.80	A	-1.16	A
USGS	0204288539	2018-07-26	1.58	A	-1.45	A
USGS	0204288539	2018-07-27	1.60	A	-1.60	A
USGS	0204288539	2018-07-28	1.70	A	-1.36	A
USGS	0204288539	2018-07-29	1.79	A	-1.38	A
USGS	0204288539	2018-07-30	1.98	A	-1.37	A
USGS	0204288539	2018-07-31	1.75	A	-1.14	A
USGS	0204288539	2018-08-01	1.66	A	-1.59	A
USGS	0204288539	2018-08-02	1.36	A	-1.78	A
USGS	0204288539	2018-08-03	1.25	A	-1.69	A
USGS	0204288539	2018-08-04	1.34	A	-1.78	A
USGS	0204288539	2018-08-05	1.60	A	-1.48	A
USGS	0204288539	2018-08-06	1.73	A	-1.37	A
USGS	0204288539	2018-08-07	1.78	A	-1.64	A
USGS	0204288539	2018-08-08	1.97	A	-1.82	A
USGS	0204288539	2018-08-09	2.22	A	-1.75	A
USGS	0204288539	2018-08-10	2.57	A	-1.63	A
USGS	0204288539	2018-08-11	2.44	A	-1.75	A
USGS	0204288539	2018-08-12	2.67	A	-1.75	A
USGS	0204288539	2018-08-13	2.36	A	-1.72	A
USGS	0204288539	2018-08-14	2.22	A	-1.73	A
USGS	0204288539	2018-08-15	1.86	A	-1.92	A
USGS	0204288539	2018-08-16	1.79	A	-1.66	A
USGS	0204288539	2018-08-17	1.68	A	-1.48	A
USGS	0204288539	2018-08-18	1.39	A	-1.65	A
USGS	0204288539	2018-08-19	1.77	A	-1.23	A
USGS	0204288539	2018-08-20	2.17	A	-0.37	A
USGS	0204288539	2018-08-21	2.09	A	-0.44	A
USGS	0204288539	2018-08-22	2.57	A	-0.91	A
USGS	0204288539	2018-08-23	1.91	A	-1.08	A
USGS	0204288539	2018-08-24	1.96	A	-1.31	A
USGS	0204288539	2018-08-25	1.91	A	-1.05	A
USGS	0204288539	2018-08-26	1.70	A	-1.39	A
USGS	0204288539	2018-08-27	1.51	A	-1.65	A
USGS	0204288539	2018-08-28	1.52	A	-1.87	A
USGS	0204288539	2018-08-29	1.53	A	-1.79	A
USGS	0204288539	2018-08-30	1.45	A	-1.96	A
USGS	0204288539	2018-08-31	1.94	A	-1.32	A
USGS	0204288539	2018-09-01	2.38	A	-0.74	A
USGS	0204288539	2018-09-02	2.27	A	-0.83	A
USGS	0204288539	2018-09-03	1.80	A	-1.21	A
USGS	0204288539	2018-09-04	1.70	A	-1.41	A
USGS	0204288539	2018-09-05	1.87	A	-1.44	A
USGS	0204288539	2018-09-06	2.11	A	-1.52	A
USGS	0204288539	2018-09-07	2.25	A	-1.70	A
USGS	0204288539	2018-09-08	3.26	A	-1.69	A
USGS	0204288539	2018-09-09	3.90	A	-0.62	A
USGS	0204288539	2018-09-10	3.90	A	-0.60	A
USGS	0204288539	2018-09-11	3.45	A	-0.90	A
USGS	0204288539	2018-09-12	2.99	A	-0.88	A
USGS	0204288539	2018-09-13	3.37	A	-0.63	A
USGS	0204288539	2018-09-14	3.47	A	0.20	A
USGS	0204288539	2018-09-15	3.03	A	0.31	A
USGS	0204288539	2018-09-16	2.58	A	-0.13	A
USGS	0204288539	2018-09-17	1.82	A	-0.82	A
