# ---------------------------------- WARNING ----------------------------------------
# Some of the data that you have obtained from this U.S. Geological Survey database
# may not have received Director's approval. Any such data values are qualified
# as provisional and are subject to revision. Provisional data are released on the
# condition that neither the USGS nor the United States Government may be held liable
# for any damages resulting from its use.
#
# Additional info: https://help.waterdata.usgs.gov/policies/provisional-data-statement
#
# File-format description:  https://help.waterdata.usgs.gov/faq/about-tab-delimited-output
# Automated-retrieval info: https://help.waterdata.usgs.gov/faq/automated-retrievals
#
# Contact:   gs-w_support_nwisweb@usgs.gov
# retrieved: 2019-04-01 20:03:56 EDT       (vaww02)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 0204297575 LAKE RUDEE NEAR BELLS ROAD AT VIRGINIA BEACH, VA
# -----------------------------------------------------------------------------------
#
# Data provided for site 0204297575
#            TS   parameter     statistic     Description
#        145435       62620     00021     Estuary or ocean water surface elevation above NAVD 1988, feet (Tidal High (Daily))
#        145436       62620     00024     Estuary or ocean water surface elevation above NAVD 1988, feet (Tidal Low (Daily))
#        145437       00045     00006     Precipitation, total, inches (Sum)
#
# Data-value qualification codes included in this output:
#        
#     A  Approved for publication -- Processing and review completed.
#     P  Provisional data subject to revision.
# 
agency_cd	site_no	datetime	145435_62620_00021	145435_62620_00021_cd	145436_62620_00024	145436_62620_00024_cd	145437_00045_00006	145437_00045_00006_cd
USGS	0204297575	2017-04-18	1.16	A	-1.42	A	0.00	A
USGS	0204297575	2017-04-19	1.43	A	-1.08	A	0.01	A
USGS	0204297575	2017-04-20	1.49	A	-1.36	A	0.01	A
USGS	0204297575	2017-04-21	1.39	A	-1.56	A	0.00	A
USGS	0204297575	2017-04-22	2.27	A	-1.11	A	0.54	A
USGS	0204297575	2017-04-23	2.35	A	-1.56	A	0.24	A
USGS	0204297575	2017-04-24	3.09	A	-1.57	A	0.09	A
USGS	0204297575	2017-04-25	3.28	A	-1.63	A	0.20	A
USGS	0204297575	2017-04-26	3.04	A	-2.08	A	0.02	A
USGS	0204297575	2017-04-27	2.57	A	-2.48	A	0.00	A
USGS	0204297575	2017-04-28	2.46	A	-2.87	A	0.11	A
USGS	0204297575	2017-04-29	1.92	A	-2.93	A	0.00	A
USGS	0204297575	2017-04-30	1.94	A	-2.82	A	0.00	A
USGS	0204297575	2017-05-01	1.18	A	-2.41	A	0.00	A
USGS	0204297575	2017-05-02	1.19	A	-2.49	A	0.47	A
USGS	0204297575	2017-05-03	1.39	A	-1.95	A	0.00	A
USGS	0204297575	2017-05-04					0.00	A
USGS	0204297575	2017-05-05					2.11	A
USGS	0204297575	2017-05-06	1.71	A	-1.67	A	0.08	A
USGS	0204297575	2017-05-07	1.95	A	-1.84	A	0.01	A
USGS	0204297575	2017-05-08	2.03	A	-1.97	A	0.00	A
USGS	0204297575	2017-05-09	2.03	A	-2.04	A	0.00	A
USGS	0204297575	2017-05-10	2.14	A	-1.83	A	0.00	A
USGS	0204297575	2017-05-11	2.83	A	-1.68	A	0.28	A
USGS	0204297575	2017-05-12						
USGS	0204297575	2017-05-13	2.66	A	-0.84	A	0.13	A
USGS	0204297575	2017-05-14	2.32	A	-0.75	A	0.00	A
USGS	0204297575	2017-05-15	1.71	A	-1.35	A	0.00	A
USGS	0204297575	2017-05-16	1.61	A	-1.38	A	0.00	A
USGS	0204297575	2017-05-17	1.04	A	-1.55	A	0.00	A
USGS	0204297575	2017-05-18	1.27	A	-1.74	A	0.00	A
USGS	0204297575	2017-05-19	0.87	A	-2.04	A	0.01	A
USGS	0204297575	2017-05-20	2.18	A	-1.71	A	0.01	A
USGS	0204297575	2017-05-21	1.91	A	-1.61	A	0.00	A
USGS	0204297575	2017-05-22	2.20	A	-1.96	A	0.44	A
USGS	0204297575	2017-05-23	3.13	A	-1.70	A		
USGS	0204297575	2017-05-24	3.55	A	-1.74	A	0.12	A
USGS	0204297575	2017-05-25						
USGS	0204297575	2017-05-26	3.13	A	-2.41	A	0.00	A
USGS	0204297575	2017-05-27	3.31	A	-2.30	A	0.02	A
USGS	0204297575	2017-05-28	3.34	A	-1.92	A	0.22	A
USGS	0204297575	2017-05-29	3.07	A	-1.41	A	0.00	A
USGS	0204297575	2017-05-30	2.58	A	-1.24	A	0.44	A
USGS	0204297575	2017-05-31	1.97	A	-1.43	A	1.23	A
USGS	0204297575	2017-06-01	1.96	A	-1.60	A	0.00	A
USGS	0204297575	2017-06-02	1.82	A	-1.53	A	0.00	A
USGS	0204297575	2017-06-03	1.75	A	-1.52	A	0.00	A
USGS	0204297575	2017-06-04	1.71	A	-1.68	A	0.06	A
USGS	0204297575	2017-06-05	2.01	A	-1.64	A	1.18	A
USGS	0204297575	2017-06-06	2.51	A	-0.89	A	0.01	A
USGS	0204297575	2017-06-07	3.06	A	-0.76	A	0.00	A
USGS	0204297575	2017-06-08	2.91	A	-0.68	A	0.00	P
USGS	0204297575	2017-06-09	2.19	A	-1.10	A	0.00	P
USGS	0204297575	2017-06-10	1.70	A	-1.75	A	0.00	P
USGS	0204297575	2017-06-11	1.53	A	-2.08	A	0.00	P
USGS	0204297575	2017-06-12	1.31	A	-1.92	A	0.00	P
USGS	0204297575	2017-06-13	1.42	A	-2.06	A	0.00	P
USGS	0204297575	2017-06-14	2.04	A	-1.74	A	0.00	P
USGS	0204297575	2017-06-15	2.04	A	-1.07	A	0.00	P
USGS	0204297575	2017-06-16	1.87	A	-1.10	A	0.30	P
USGS	0204297575	2017-06-17	1.87	A	-1.20	A	0.41	P
USGS	0204297575	2017-06-18	1.54	A	-1.74	A	0.00	P
USGS	0204297575	2017-06-19	1.36	A	-2.39	A	0.00	P
USGS	0204297575	2017-06-20	1.89	A	-2.33	A	0.25	P
USGS	0204297575	2017-06-21	1.96	A	-2.88	A	0.49	P
USGS	0204297575	2017-06-22	2.60	A	-2.72	A	0.00	P
USGS	0204297575	2017-06-23	2.48	A	-2.60	A	0.01	P
USGS	0204297575	2017-06-24	2.52	A	-3.09	A	0.14	P
USGS	0204297575	2017-06-25	2.67	A	-2.75	A	0.01	P
USGS	0204297575	2017-06-26	2.33	A	-2.63	A	0.00	P
USGS	0204297575	2017-06-27	2.35	A	-2.37	A	0.00	P
USGS	0204297575	2017-06-28	1.72	A	-1.93	A	0.00	P
USGS	0204297575	2017-06-29	1.23	A	-2.03	A	0.00	P
USGS	0204297575	2017-06-30	1.19	A	-2.10	A	0.00	P
USGS	0204297575	2017-07-01	1.26	A	-2.00	A	0.00	P
USGS	0204297575	2017-07-02	1.55	A	-1.72	A	0.00	P
USGS	0204297575	2017-07-03	1.60	A	-1.52	A	0.03	P
USGS	0204297575	2017-07-04	1.70	A	-1.54	A	0.02	P
USGS	0204297575	2017-07-05	1.92	A	-1.47	A	0.08	P
USGS	0204297575	2017-07-06	2.01	A	-1.59	A	0.44	P
USGS	0204297575	2017-07-07	2.02	A	-1.64	A	0.00	P
USGS	0204297575	2017-07-08	2.00	A	-1.71	A	1.11	P
USGS	0204297575	2017-07-09	1.99	A	-1.80	A	0.02	P
USGS	0204297575	2017-07-10	1.77	A	-1.93	A	0.00	P
USGS	0204297575	2017-07-11	1.70	A	-1.96	A	0.00	P
USGS	0204297575	2017-07-12	1.55	A	-2.18	A	0.00	P
USGS	0204297575	2017-07-13	1.31	A	-2.17	A	0.00	P
USGS	0204297575	2017-07-14	1.40	A	-2.17	A	0.23	P
USGS	0204297575	2017-07-15	1.91	A	-2.01	A	1.32	P
USGS	0204297575	2017-07-16	1.86	A	-1.51	A	0.00	P
USGS	0204297575	2017-07-17	1.91	A	-2.01	A	0.00	P
USGS	0204297575	2017-07-18	1.84	A	-2.02	A	0.00	P
USGS	0204297575	2017-07-19	2.00	A	-2.18	A	0.00	P
USGS	0204297575	2017-07-20	2.00	A	-2.52	A	0.00	P
USGS	0204297575	2017-07-21	2.32	A	-2.74	A	0.83	P
USGS	0204297575	2017-07-22	2.62	A	-2.67	A	0.00	P
USGS	0204297575	2017-07-23	2.86	A	-2.53	A	0.31	P
USGS	0204297575	2017-07-24	2.64	A	-2.34	A	0.00	P
USGS	0204297575	2017-07-25	2.53	A	-2.02	A	0.00	P
USGS	0204297575	2017-07-26	2.25	A	-1.86	A	0.00	P
USGS	0204297575	2017-07-27	1.93	A	-1.66	A	0.00	P
USGS	0204297575	2017-07-28	1.82	A	-1.92	A	0.31	P
USGS	0204297575	2017-07-29	2.79	A	-1.19	A	0.91	P
USGS	0204297575	2017-07-30	3.28	A	-0.16	A	0.00	P
USGS	0204297575	2017-07-31	1.93	A	-0.89	A	0.00	P
USGS	0204297575	2017-08-01	1.67	A	-1.25	A	0.00	P
USGS	0204297575	2017-08-02	1.68	A	-1.22	A	0.00	P
USGS	0204297575	2017-08-03	1.72	A	-1.27	A	0.00	P
USGS	0204297575	2017-08-04	1.95	A	-1.38	A	0.00	P
USGS	0204297575	2017-08-05	2.24	A	-1.35	A	0.00	P
USGS	0204297575	2017-08-06	1.87	A	-1.62	A	0.00	P
USGS	0204297575	2017-08-07	1.52	A	-2.18	A	0.97	P
USGS	0204297575	2017-08-08	2.17	A	-2.14	A	0.29	P
USGS	0204297575	2017-08-09	1.94	A	-1.84	A	0.00	P
USGS	0204297575	2017-08-10	1.82	A	-1.91	A	0.00	P
USGS	0204297575	2017-08-11	1.77	A	-1.98	A	0.08	P
USGS	0204297575	2017-08-12	1.90	A	-1.93	A	2.54	P
USGS	0204297575	2017-08-13	2.05	A	-1.76	A	0.00	P
USGS	0204297575	2017-08-14	1.93	A	-1.83	A	0.08	P
USGS	0204297575	2017-08-15	2.13	A	-1.65	A	1.59	P
USGS	0204297575	2017-08-16	2.27	A	-1.51	A	0.00	P
USGS	0204297575	2017-08-17	2.23	A	-1.80	A	0.00	P
USGS	0204297575	2017-08-18	2.06	A	-2.12	A	0.22	A
USGS	0204297575	2017-08-19	2.60	A	-2.29	A	0.14	A
USGS	0204297575	2017-08-20	2.44	A	-2.37	A	0.00	A
USGS	0204297575	2017-08-21	2.30	A	-2.54	A	0.00	A
USGS	0204297575	2017-08-22	2.05	A	-2.52	A	0.00	A
USGS	0204297575	2017-08-23	2.45	A	-2.84	A	0.07	A
USGS	0204297575	2017-08-24	2.37	A	-1.72	A	0.00	A
USGS	0204297575	2017-08-25	2.31	A	-1.57	A	0.01	A
USGS	0204297575	2017-08-26	2.09	A	-1.47	A	0.00	A
USGS	0204297575	2017-08-27	2.24	A	-0.98	A	0.00	A
USGS	0204297575	2017-08-28	2.71	A	-0.54	A	0.05	A
USGS	0204297575	2017-08-29	3.11	A	0.26	A	3.18	A
USGS	0204297575	2017-08-30	3.18	A	-0.13	A	0.01	A
USGS	0204297575	2017-08-31	2.03	A	-0.76	A	0.00	A
USGS	0204297575	2017-09-01	2.61	A	-0.30	A	0.28	A
USGS	0204297575	2017-09-02	2.31	A	-1.17	A	0.09	A
USGS	0204297575	2017-09-03	2.17	A	-1.26	A	0.00	A
USGS	0204297575	2017-09-04	1.91	A	-1.48	A	0.00	A
USGS	0204297575	2017-09-05	1.65	A	-2.07	A	0.24	A
USGS	0204297575	2017-09-06	2.36	A	-2.39	A	0.72	A
USGS	0204297575	2017-09-07	2.23	A	-1.86	A	0.00	A
USGS	0204297575	2017-09-08	1.91	A	-2.34	A	0.00	A
USGS	0204297575	2017-09-09	2.25	A	-2.15	A	0.00	A
USGS	0204297575	2017-09-10	2.41	A	-1.61	A	0.00	A
USGS	0204297575	2017-09-11	2.49	A	-1.67	A	0.00	A
USGS	0204297575	2017-09-12	2.24	A	-1.51	A	0.00	A
USGS	0204297575	2017-09-13	2.41	A	-1.42	A	0.00	A
USGS	0204297575	2017-09-14	2.14	A	-1.50	A	0.06	A
USGS	0204297575	2017-09-15	2.32	A	-1.57	A	0.00	A
USGS	0204297575	2017-09-16	2.44	A	-1.51	A	0.00	A
USGS	0204297575	2017-09-17	2.89	A	-1.39	A	0.01	A
USGS	0204297575	2017-09-18	3.58	A	-1.15	A	0.00	A
USGS	0204297575	2017-09-19	4.31	A	-0.28	A	0.12	A
USGS	0204297575	2017-09-20	3.64	A	-0.72	A	0.00	A
USGS	0204297575	2017-09-21	3.07	A	-1.28	A	0.00	A
USGS	0204297575	2017-09-22	2.99	A	-1.24	A	0.00	A
USGS	0204297575	2017-09-23	2.97	A	-0.70	A	0.00	A
USGS	0204297575	2017-09-24	2.23	A	-0.99	A	0.00	A
USGS	0204297575	2017-09-25	2.43	A	-0.79	A		
USGS	0204297575	2017-09-26	2.76	A	-0.07	A	0.21	A
USGS	0204297575	2017-09-27	3.08	A	0.42	A	0.00	A
USGS	0204297575	2017-09-28	2.30	A	-0.02	A	0.00	A
USGS	0204297575	2017-09-29	1.82	A	-0.65	A	0.00	A
USGS	0204297575	2017-09-30						
USGS	0204297575	2017-10-01	2.34	A	-0.73	A	0.00	A
USGS	0204297575	2017-10-02	1.75	A	-1.48	A	0.00	A
USGS	0204297575	2017-10-03	2.10	A	-1.69	A	0.00	A
USGS	0204297575	2017-10-04	2.05	A	-1.76	A	0.00	A
USGS	0204297575	2017-10-05	1.70	A	-2.56	A	0.00	A
USGS	0204297575	2017-10-06	1.78	A	-2.86	A	0.00	A
USGS	0204297575	2017-10-07	2.50	A	-2.31	A	0.00	A
USGS	0204297575	2017-10-08	2.36	A	-2.25	A	0.00	A
USGS	0204297575	2017-10-09	2.12	A	-2.36	A	0.00	A
USGS	0204297575	2017-10-10	2.03	A	-2.49	A	0.69	A
USGS	0204297575	2017-10-11	2.08	A	-1.88	A	0.05	A
USGS	0204297575	2017-10-12	3.35	A	-0.98	A	0.18	A
USGS	0204297575	2017-10-13	3.24	A	-0.27	A	0.81	A
USGS	0204297575	2017-10-14	2.34	A	-1.13	A	0.12	A
USGS	0204297575	2017-10-15	1.79	A	-2.08	A	0.00	A
USGS	0204297575	2017-10-16	2.13	A	-2.08	A	0.07	A
USGS	0204297575	2017-10-17	2.65	A	-1.69	A	0.01	A
USGS	0204297575	2017-10-18	2.18	A	-1.91	A	0.00	A
USGS	0204297575	2017-10-19	1.88	A	-2.26	A	0.00	A
USGS	0204297575	2017-10-20	1.66	A	-2.42	A	0.00	A
USGS	0204297575	2017-10-21	1.78	A	-2.05	A	0.00	A
USGS	0204297575	2017-10-22	1.85	A	-1.84	A	0.00	A
USGS	0204297575	2017-10-23	1.93	A	-1.60	A	0.00	A
USGS	0204297575	2017-10-24	1.89	A	-1.42	A	0.08	A
USGS	0204297575	2017-10-25	2.29	A	-0.90	A	0.00	A
USGS	0204297575	2017-10-26	1.85	A	-0.83	A	0.00	A
USGS	0204297575	2017-10-27	1.09	A	-1.54	A	0.00	A
USGS	0204297575	2017-10-28	1.06	A	-1.57	A	0.00	A
USGS	0204297575	2017-10-29	2.12	A	-0.90	A	2.33	A
USGS	0204297575	2017-10-30	1.37	A	-2.22	A	0.01	A
USGS	0204297575	2017-10-31	0.56	A	-2.46	A	0.00	A
USGS	0204297575	2017-11-01	1.63	A	-1.89	A	0.00	A
USGS	0204297575	2017-11-02	2.15	A	-2.00	A	0.00	A
USGS	0204297575	2017-11-03	2.64	A	-2.16	A	0.00	A
USGS	0204297575	2017-11-04	3.40	A	-2.34	A	0.00	A
USGS	0204297575	2017-11-05	3.41	A	-1.94	A	0.00	A
USGS	0204297575	2017-11-06	3.13	A	-2.00	A	0.00	A
USGS	0204297575	2017-11-07	3.33	A	-1.92	A	0.03	A
USGS	0204297575	2017-11-08	3.92	A	-0.52	A	0.44	A
USGS	0204297575	2017-11-09	3.53	A	-0.63	A	0.11	A
USGS	0204297575	2017-11-10	2.76	A	-0.98	A	0.01	A
USGS	0204297575	2017-11-11	2.00	A	-1.88	A	0.00	A
USGS	0204297575	2017-11-12	1.49	A	-1.74	A	0.00	A
USGS	0204297575	2017-11-13	1.75	A	-1.54	A	0.40	A
USGS	0204297575	2017-11-14	2.45	A	-1.16	A	0.01	A
USGS	0204297575	2017-11-15	2.64	A	-0.59	A	0.00	A
USGS	0204297575	2017-11-16	2.63	A	-1.24	A	0.00	A
USGS	0204297575	2017-11-17	2.36	A	-1.76	A	0.00	A
USGS	0204297575	2017-11-18	1.67	A	-2.40	A	0.00	A
USGS	0204297575	2017-11-19	1.05	A	-2.80	A	0.01	A
USGS	0204297575	2017-11-20	1.48	A	-2.62	A	0.00	A
USGS	0204297575	2017-11-21	0.72	A	-2.68	A	0.00	A
USGS	0204297575	2017-11-22	1.32	A	-2.20	A	0.01	A
USGS	0204297575	2017-11-23	1.83	A	-1.28	A	0.00	A
USGS	0204297575	2017-11-24	1.40	A	-1.31	A	0.00	A
USGS	0204297575	2017-11-25						
USGS	0204297575	2017-11-26	1.37	A	-1.22	A	0.00	A
USGS	0204297575	2017-11-27	1.03	A	-2.00	A	0.00	A
USGS	0204297575	2017-11-28	0.79	A	-1.95	A	0.00	A
USGS	0204297575	2017-11-29	1.36	A	-2.22	A	0.00	A
USGS	0204297575	2017-11-30	1.72	A	-2.21	A	0.00	A
USGS	0204297575	2017-12-01	2.29	A	-2.14	A	0.00	A
USGS	0204297575	2017-12-02	2.72	A	-2.11	A	0.00	A
USGS	0204297575	2017-12-03	3.10	A	-2.39	A	0.00	A
USGS	0204297575	2017-12-04	3.11	A	-2.51	A	0.00	A
USGS	0204297575	2017-12-05	2.95	A	-2.54	A	0.00	A
USGS	0204297575	2017-12-06	2.90	A	-2.50	A	0.29	A
USGS	0204297575	2017-12-07	2.11	A	-2.45	A	0.03	A
USGS	0204297575	2017-12-08	1.99	A	-2.15	A	1.29	A
USGS	0204297575	2017-12-09	3.21	A	-1.09	A	0.70	A
USGS	0204297575	2017-12-10	2.06	A	-1.90	A	0.00	A
USGS	0204297575	2017-12-11	0.91	A	-2.33	A	0.00	A
USGS	0204297575	2017-12-12	0.95	A	-2.20	A	0.07	A
USGS	0204297575	2017-12-13	1.69	A	-2.85	A	0.01	A
USGS	0204297575	2017-12-14	0.41	A	-3.14	A	0.00	A
USGS	0204297575	2017-12-15	1.54	A	-1.87	A	0.00	A
USGS	0204297575	2017-12-16	1.45	A	-2.48	A	0.00	A
USGS	0204297575	2017-12-17	0.62	A	-3.25	A	0.00	A
USGS	0204297575	2017-12-18	1.63	A	-2.38	A	0.00	A
USGS	0204297575	2017-12-19	1.41	A	-2.30	A	0.00	A
USGS	0204297575	2017-12-20	1.24	A	-2.40	A	0.00	A
USGS	0204297575	2017-12-21	1.74	A	-2.03	A	0.00	A
USGS	0204297575	2017-12-22	1.57	A	-1.92	A	0.00	A
USGS	0204297575	2017-12-23	1.18	A	-1.93	A	0.05	A
USGS	0204297575	2017-12-24	1.61	A	-1.86	A	0.03	A
USGS	0204297575	2017-12-25	0.94	A	-2.30	A	0.00	A
USGS	0204297575	2017-12-26	0.27	A	-3.17	A	0.00	A
USGS	0204297575	2017-12-27	0.35	A	-2.58	A	0.00	A
USGS	0204297575	2017-12-28	0.94	A	-2.92	A	0.00	A
USGS	0204297575	2017-12-29	0.89	A	-2.87	A	0.00	A
USGS	0204297575	2017-12-30	1.89	A	-2.72	A	0.00	A
USGS	0204297575	2017-12-31	2.28	A	-2.23	A	0.00	A
USGS	0204297575	2018-01-01	2.74	A	-2.67	A	0.00	A
USGS	0204297575	2018-01-02	2.36	A	-3.49	A	0.00	A
USGS	0204297575	2018-01-03	2.18	A	-3.51	A	0.51	A
USGS	0204297575	2018-01-04	3.32	A	-2.23	A	0.03	A
USGS	0204297575	2018-01-05	1.82	A	-3.29	A	0.00	A
USGS	0204297575	2018-01-06	0.14	A	-4.11	A	0.00	A
USGS	0204297575	2018-01-07	0.04	A	-3.63	A	0.00	A
USGS	0204297575	2018-01-08	-0.16	A	-3.51	A	0.07	A
USGS	0204297575	2018-01-09	-0.57	A	-3.51	A	0.03	A
USGS	0204297575	2018-01-10	0.35	A	-2.45	A	0.00	A
USGS	0204297575	2018-01-11	0.96	A	-2.24	A	0.00	A
USGS	0204297575	2018-01-12	1.07	A	-2.06	A	0.33	A
USGS	0204297575	2018-01-13						
USGS	0204297575	2018-01-14						
USGS	0204297575	2018-01-15						
USGS	0204297575	2018-01-16						
USGS	0204297575	2018-01-17	2.12	A	-1.84	A	0.00	A
USGS	0204297575	2018-01-18	2.22	A	-1.79	A	0.01	A
USGS	0204297575	2018-01-19	1.43	A	-2.28	A	0.00	A
USGS	0204297575	2018-01-20	1.10	A	-2.43	A	0.01	A
USGS	0204297575	2018-01-21	0.97	A	-2.46	A	0.00	A
USGS	0204297575	2018-01-22	1.36	A	-2.14	A	0.00	A
USGS	0204297575	2018-01-23	1.14	A	-1.93	A	0.05	A
USGS	0204297575	2018-01-24	1.54	A	-2.19	A	0.00	A
USGS	0204297575	2018-01-25	0.95	A	-2.31	A	0.00	A
USGS	0204297575	2018-01-26	0.99	A	-2.98	A	0.00	A
USGS	0204297575	2018-01-27	0.80	A	-2.95	A	0.00	A
USGS	0204297575	2018-01-28	1.22	A	-2.94	A	0.68	A
USGS	0204297575	2018-01-29	2.40	A	-1.64	A	1.23	A
USGS	0204297575	2018-01-30	3.48	A	-1.94	A	0.12	A
USGS	0204297575	2018-01-31	2.91	A	-2.32	A	0.00	A
USGS	0204297575	2018-02-01	1.56	A	-3.71	A	0.00	A
USGS	0204297575	2018-02-02	2.05	A	-3.91	A	0.24	A
USGS	0204297575	2018-02-03	1.75	A	-3.19	A	0.00	A
USGS	0204297575	2018-02-04	1.20	A	-3.03	A	0.39	A
USGS	0204297575	2018-02-05	1.30	A	-2.35	A	0.00	A
USGS	0204297575	2018-02-06	0.28	A	-2.55	A	0.00	A
USGS	0204297575	2018-02-07	1.15	A	-1.96	A	0.40	A
USGS	0204297575	2018-02-08	0.90	A	-1.77	A	0.00	A
USGS	0204297575	2018-02-09	0.76	A	-2.10	A	0.00	A
USGS	0204297575	2018-02-10	0.84	A	-2.11	A	0.03	A
USGS	0204297575	2018-02-11	0.84	A	-2.38	A	0.12	A
USGS	0204297575	2018-02-12	0.57	A	-2.49	A	0.28	A
USGS	0204297575	2018-02-13	1.27	A	-1.93	A	0.11	A
USGS	0204297575	2018-02-14	1.32	A	-2.35	A	0.01	A
USGS	0204297575	2018-02-15	1.01	A	-2.69	A	0.00	A
USGS	0204297575	2018-02-16	1.35	A	-2.48	A	0.19	A
USGS	0204297575	2018-02-17	1.92	A	-2.12	A	0.17	A
USGS	0204297575	2018-02-18	1.90	A	-2.13	A	0.02	A
USGS	0204297575	2018-02-19	1.54	A	-2.44	A	0.07	A
USGS	0204297575	2018-02-20	1.05	A	-2.67	A	0.04	A
USGS	0204297575	2018-02-21	0.71	A	-2.81	A	0.00	A
USGS	0204297575	2018-02-22	0.40	A	-2.52	A	0.01	A
USGS	0204297575	2018-02-23	1.76	A	-2.07	A	0.00	A
USGS	0204297575	2018-02-24	1.54	A	-2.05	A	0.00	A
USGS	0204297575	2018-02-25	1.57	A	-2.24	A	0.00	A
USGS	0204297575	2018-02-26	2.24	A	-2.41	A	0.03	A
USGS	0204297575	2018-02-27	1.99	A	-2.74	A	0.00	A
USGS	0204297575	2018-02-28	1.80	A	-2.91	A	0.00	A
USGS	0204297575	2018-03-01	2.34	A	-2.77	A	0.49	A
USGS	0204297575	2018-03-02	2.48	A	-2.59	A	0.00	A
USGS	0204297575	2018-03-03	3.47	A	-1.88	A	0.00	A
USGS	0204297575	2018-03-04	3.63	A	-0.67	A	0.00	A
USGS	0204297575	2018-03-05	3.38	A	-0.49	A	0.00	A
USGS	0204297575	2018-03-06	3.40	A	-0.32	A	0.57	A
USGS	0204297575	2018-03-07	3.06	A	0.00	A	0.18	A
USGS	0204297575	2018-03-08	2.97	A	-0.21	A	0.00	A
USGS	0204297575	2018-03-09	2.26	A	-1.34	A	0.00	A
USGS	0204297575	2018-03-10	1.38	A	-1.81	A	0.00	A
USGS	0204297575	2018-03-11	0.82	A	-1.53	A	0.08	A
USGS	0204297575	2018-03-12	2.30	A	-0.73	A	1.05	A
USGS	0204297575	2018-03-13	2.66	A	-0.88	A	0.00	A
USGS	0204297575	2018-03-14	2.14	A	-1.24	A	0.00	A
USGS	0204297575	2018-03-15	0.60	A	-2.88	A	0.00	A
USGS	0204297575	2018-03-16	1.28	A	-2.69	A	0.00	A
USGS	0204297575	2018-03-17	1.24	A	-2.71	A	0.00	A
USGS	0204297575	2018-03-18	1.87	A	-2.70	A	0.19	A
USGS	0204297575	2018-03-19	2.14	A	-2.30	A	0.05	A
USGS	0204297575	2018-03-20	3.74	A	-1.39	A	1.22	A
USGS	0204297575	2018-03-21	3.14	A	-0.85	A	0.20	A
USGS	0204297575	2018-03-22	2.66	A	-0.98	A	0.00	A
USGS	0204297575	2018-03-23	1.67	A	-1.31	A	0.00	A
USGS	0204297575	2018-03-24	2.08	A	-1.77	A	0.00	A
USGS	0204297575	2018-03-25	1.68	A	-1.69	A	0.00	A
USGS	0204297575	2018-03-26	2.61	A	-1.21	A	0.00	A
USGS	0204297575	2018-03-27	2.33	A	-1.65	A	0.00	A
USGS	0204297575	2018-03-28	2.26	A	-1.73	A	0.00	A
USGS	0204297575	2018-03-29	2.51	A	-1.91	A	0.00	A
USGS	0204297575	2018-03-30	2.04	A	-2.72	A	0.02	A
USGS	0204297575	2018-03-31	1.91	A	-2.53	A	0.00	A
USGS	0204297575	2018-04-01	1.75	A	-2.95	A	0.00	A
USGS	0204297575	2018-04-02	2.75	A	-2.58	A	0.00	A
USGS	0204297575	2018-04-03	2.27	A	-1.82	A	0.00	A
USGS	0204297575	2018-04-04	1.91	A	-2.10	A	0.11	A
USGS	0204297575	2018-04-05	0.79	A	-2.15	A	0.00	A
USGS	0204297575	2018-04-06	0.40	A	-2.40	A	0.00	A
USGS	0204297575	2018-04-07	0.84	A	-2.21	A	0.75	A
USGS	0204297575	2018-04-08	1.99	A	-0.83	A	0.15	A
USGS	0204297575	2018-04-09	1.20	A	-1.18	A	0.00	A
USGS	0204297575	2018-04-10	1.09	A	-1.41	A	0.00	A
USGS	0204297575	2018-04-11	1.02	A	-1.73	A	0.00	A
USGS	0204297575	2018-04-12	1.00	A	-2.66	A	0.00	A
USGS	0204297575	2018-04-13	0.56	A	-2.90	A	0.00	A
USGS	0204297575	2018-04-14	0.84	A	-3.11	A	0.00	A
USGS	0204297575	2018-04-15	2.67	A	-2.99	A	0.20	A
USGS	0204297575	2018-04-16	2.88	A	-1.87	A	1.01	A
USGS	0204297575	2018-04-17	2.59	A	-2.00	A	0.04	P
USGS	0204297575	2018-04-18	2.26	A	-2.48	A	0.00	P
USGS	0204297575	2018-04-19	2.56	A	-2.24	A	0.00	P
USGS	0204297575	2018-04-20	1.71	A	-2.21	A	0.00	P
USGS	0204297575	2018-04-21	1.31	A	-2.22	A	0.00	P
USGS	0204297575	2018-04-22	0.66	A	-2.50	A	0.00	P
USGS	0204297575	2018-04-23	1.35	A	-2.12	A	0.00	P
USGS	0204297575	2018-04-24	1.60	A	-1.60	A	0.47	P
USGS	0204297575	2018-04-25	2.12	A	-1.67	A	0.47	P
USGS	0204297575	2018-04-26	1.90	A	-2.08	A	0.00	P
USGS	0204297575	2018-04-27	2.42	A	-2.00	A	0.01	P
USGS	0204297575	2018-04-28	2.32	A	-1.88	A	0.00	P
USGS	0204297575	2018-04-29	2.31	A	-2.01	A	0.00	P
USGS	0204297575	2018-04-30	1.67	A	-2.51	A	0.00	P
USGS	0204297575	2018-05-01	1.83	A	-2.61	A	0.00	P
USGS	0204297575	2018-05-02	1.42	A	-2.46	A	0.00	P
USGS	0204297575	2018-05-03	0.79	A	-2.48	A	0.00	P
USGS	0204297575	2018-05-04	0.75	A	-2.65	A	0.00	P
USGS	0204297575	2018-05-05	1.06	A	-2.20	A	0.00	P
USGS	0204297575	2018-05-06	1.34	A	-1.69	A	1.46	P
USGS	0204297575	2018-05-07	1.27	A	-1.17	A	0.01	P
