# ---------------------------------- WARNING ----------------------------------------
# Some of the data that you have obtained from this U.S. Geological Survey database
# may not have received Director's approval. Any such data values are qualified
# as provisional and are subject to revision. Provisional data are released on the
# condition that neither the USGS nor the United States Government may be held liable
# for any damages resulting from its use.
#
# Additional info: https://help.waterdata.usgs.gov/policies/provisional-data-statement
#
# File-format description:  https://help.waterdata.usgs.gov/faq/about-tab-delimited-output
# Automated-retrieval info: https://help.waterdata.usgs.gov/faq/automated-retrievals
#
# Contact:   gs-w_support_nwisweb@usgs.gov
# retrieved: 2019-04-01 19:39:13 EDT       (vaww01)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 0204293125 LONDON BRIDGE CREEK AT RT 58 AT VIRGINIA BEACH, VA
# -----------------------------------------------------------------------------------
#
# Data provided for site 0204293125
#            TS   parameter     statistic     Description
#        145429       62620     00021     Estuary or ocean water surface elevation above NAVD 1988, feet (Tidal High (Daily))
#        145430       62620     00024     Estuary or ocean water surface elevation above NAVD 1988, feet (Tidal Low (Daily))
#        145431       00045     00006     Precipitation, total, inches (Sum)
#
# Data-value qualification codes included in this output:
#        
#     A  Approved for publication -- Processing and review completed.
#     P  Provisional data subject to revision.
# 
agency_cd	site_no	datetime	145429_62620_00021	145429_62620_00021_cd	145430_62620_00024	145430_62620_00024_cd	145431_00045_00006	145431_00045_00006_cd
USGS	0204293125	2017-04-25	2.67	A	-0.54	A	0.41	A
USGS	0204293125	2017-04-26	2.38	A	-0.81	A	0.04	A
USGS	0204293125	2017-04-27	1.87	A	-1.32	A	0.00	A
USGS	0204293125	2017-04-28	1.71	A	-1.53	A	0.43	A
USGS	0204293125	2017-04-29	0.80	A	-1.75	A	0.00	A
USGS	0204293125	2017-04-30	1.33	A	-1.64	A	0.00	A
USGS	0204293125	2017-05-01	1.21	A	-1.72	A	0.00	A
USGS	0204293125	2017-05-02	0.72	A	-1.52	A	0.45	A
USGS	0204293125	2017-05-03	1.20	A	-1.17	A	0.00	A
USGS	0204293125	2017-05-04	1.04	A	-1.27	A	0.00	A
USGS	0204293125	2017-05-05	1.73	A	-0.41	A	2.19	A
USGS	0204293125	2017-05-06	1.68	A	-1.05	A	0.03	A
USGS	0204293125	2017-05-07	1.55	A	-0.95	A	0.00	A
USGS	0204293125	2017-05-08	1.46	A	-0.99	A	0.00	A
USGS	0204293125	2017-05-09	1.52	A	-1.21	A	0.00	A
USGS	0204293125	2017-05-10	1.71	A	-1.05	A	0.00	A
USGS	0204293125	2017-05-11	2.45	A	-0.85	A	0.23	A
USGS	0204293125	2017-05-12	2.78	A	-0.23	A	0.95	A
USGS	0204293125	2017-05-13	2.39	A	-0.02	A	0.18	A
USGS	0204293125	2017-05-14	1.99	A	-0.26	A	0.00	A
USGS	0204293125	2017-05-15	1.49	A	-0.71	A	0.00	A
USGS	0204293125	2017-05-16	1.37	A	-0.87	A	0.00	A
USGS	0204293125	2017-05-17	1.23	A	-0.90	A	0.00	A
USGS	0204293125	2017-05-18	1.03	A	-1.20	A	0.00	A
USGS	0204293125	2017-05-19	0.56	A	-1.46	A	0.12	A
USGS	0204293125	2017-05-20	1.79	A	-0.96	A	0.00	A
USGS	0204293125	2017-05-21	1.67	A	-0.70	A	0.00	A
USGS	0204293125	2017-05-22	1.94	A	-1.03	A	0.80	A
USGS	0204293125	2017-05-23	2.60	A	-0.95	A	1.51	A
USGS	0204293125	2017-05-24	2.71	A	-0.59	A	0.10	A
USGS	0204293125	2017-05-25	2.62	A	-0.52	A	0.56	A
USGS	0204293125	2017-05-26	2.42	A	-0.91	A	0.00	A
USGS	0204293125	2017-05-27	2.49	A	-1.09	A	0.02	A
USGS	0204293125	2017-05-28	1.87	A	-0.73	A	0.82	A
USGS	0204293125	2017-05-29	2.65	A	-0.58	A	0.00	A
USGS	0204293125	2017-05-30	2.40	A	-0.47	A	0.48	A
USGS	0204293125	2017-05-31	2.12	A	-0.55	A	1.74	A
USGS	0204293125	2017-06-01	1.65	A	-0.79	A	0.00	A
USGS	0204293125	2017-06-02	1.47	A	-0.82	A	0.00	A
USGS	0204293125	2017-06-03	1.46	A	-1.00	A	0.00	A
USGS	0204293125	2017-06-04	1.30	A	-1.13	A	0.00	A
USGS	0204293125	2017-06-05	1.85	A	-1.04	A	0.93	A
USGS	0204293125	2017-06-06	2.13	A	-0.55	A	0.00	A
USGS	0204293125	2017-06-07	2.63	A	-0.20	A	0.03	P
USGS	0204293125	2017-06-08	2.50	A	0.10	A	0.00	P
USGS	0204293125	2017-06-09	1.76	A	-0.55	A	0.00	P
USGS	0204293125	2017-06-10	1.23	A	-1.19	A	0.00	P
USGS	0204293125	2017-06-11	0.98	A	-1.35	A	0.00	P
USGS	0204293125	2017-06-12	0.88	A	-1.32	A	0.00	P
USGS	0204293125	2017-06-13	0.66	A	-1.37	A	0.00	P
USGS	0204293125	2017-06-14	1.03	A	-1.11	A	0.00	P
USGS	0204293125	2017-06-15	1.56	A	-0.59	A	0.00	P
USGS	0204293125	2017-06-16	1.71	A	-0.45	A	0.35	P
USGS	0204293125	2017-06-17	1.66	A	-0.66	A	0.77	P
USGS	0204293125	2017-06-18	1.20	A	-1.28	A	0.01	P
USGS	0204293125	2017-06-19	0.83	A	-1.60	A	0.00	P
USGS	0204293125	2017-06-20	1.28	A	-1.63	A	0.23	P
USGS	0204293125	2017-06-21	1.37	A	-1.65	A	0.50	P
USGS	0204293125	2017-06-22	1.77	A	-1.58	A	0.00	P
USGS	0204293125	2017-06-23	1.68	A	-1.57	A	0.00	P
USGS	0204293125	2017-06-24	1.80	A	-1.76	A	0.12	P
USGS	0204293125	2017-06-25	1.85	A	-1.37	A	0.00	P
USGS	0204293125	2017-06-26	1.62	A	-1.41	A	0.00	P
USGS	0204293125	2017-06-27	1.44	A	-1.26	A	0.00	P
USGS	0204293125	2017-06-28	1.73	A	-1.15	A	0.00	P
USGS	0204293125	2017-06-29	1.21	A	-1.40	A	0.00	P
USGS	0204293125	2017-06-30	0.83	A	-1.46	A	0.00	P
USGS	0204293125	2017-07-01	0.90	A	-1.40	A	0.00	P
USGS	0204293125	2017-07-02	1.24	A	-1.03	A	0.00	P
USGS	0204293125	2017-07-03	1.32	A	-0.91	A	0.00	P
USGS	0204293125	2017-07-04	1.36	A	-1.03	A	0.10	P
USGS	0204293125	2017-07-05	1.56	A	-0.91	A	0.08	P
USGS	0204293125	2017-07-06	1.65	A	-0.80	A	0.55	P
USGS	0204293125	2017-07-07	1.59	A	-0.89	A	0.00	P
USGS	0204293125	2017-07-08	1.73	A	-0.98	A	0.22	P
USGS	0204293125	2017-07-09	1.51	A	-0.92	A	0.02	P
USGS	0204293125	2017-07-10	1.28	A	-1.15	A	0.00	P
USGS	0204293125	2017-07-11	1.24	A	-1.17	A	0.00	P
USGS	0204293125	2017-07-12	1.10	A	-1.32	A	0.00	P
USGS	0204293125	2017-07-13	0.78	A	-1.39	A	0.00	P
USGS	0204293125	2017-07-14	1.07	A	-1.35	A	0.23	P
USGS	0204293125	2017-07-15	1.61	A	-0.81	A	1.41	P
USGS	0204293125	2017-07-16	1.50	A	-0.79	A	0.00	P
USGS	0204293125	2017-07-17	1.39	A	-1.08	A	0.00	P
USGS	0204293125	2017-07-18	1.47	A	-1.16	A	0.00	P
USGS	0204293125	2017-07-19	1.50	A	-1.23	A	0.00	P
USGS	0204293125	2017-07-20	1.41	A	-1.46	A	0.00	P
USGS	0204293125	2017-07-21	1.62	A	-1.50	A	0.02	P
USGS	0204293125	2017-07-22	1.79	A	-1.46	A	0.00	P
USGS	0204293125	2017-07-23	1.92	A	-1.33	A	0.11	P
USGS	0204293125	2017-07-24	2.04	A	-1.18	A	0.00	P
USGS	0204293125	2017-07-25	2.10	A	-0.77	A	0.00	P
USGS	0204293125	2017-07-26	1.64	A	-0.91	A	0.00	P
USGS	0204293125	2017-07-27	1.84	A	-0.88	A	0.00	P
USGS	0204293125	2017-07-28	1.47	A	-1.00	A	0.17	P
USGS	0204293125	2017-07-29	2.94	A	-0.42	A	1.13	P
USGS	0204293125	2017-07-30	3.06	A	0.33	A	0.00	P
USGS	0204293125	2017-07-31	1.94	A	-0.37	A	0.00	P
USGS	0204293125	2017-08-01	1.47	A	-0.68	A	0.00	P
USGS	0204293125	2017-08-02	1.40	A	-0.71	A	0.00	P
USGS	0204293125	2017-08-03	1.47	A	-0.72	A	0.00	P
USGS	0204293125	2017-08-04	1.60	A	-0.76	A	0.00	P
USGS	0204293125	2017-08-05	1.92	A	-0.78	A	0.00	P
USGS	0204293125	2017-08-06	1.47	A	-0.98	A	0.00	P
USGS	0204293125	2017-08-07	1.32	A	-1.36	A	0.81	P
USGS	0204293125	2017-08-08	1.79	A	-1.07	A	0.26	P
USGS	0204293125	2017-08-09	1.59	A	-0.97	A	0.00	P
USGS	0204293125	2017-08-10	1.49	A	-1.02	A	0.00	P
USGS	0204293125	2017-08-11	1.34	A	-1.12	A	0.08	P
USGS	0204293125	2017-08-12	1.80	A	-1.03	A	2.76	P
USGS	0204293125	2017-08-13	1.84	A	-0.78	A	0.00	P
USGS	0204293125	2017-08-14	1.55	A	-1.05	A	0.05	P
USGS	0204293125	2017-08-15	2.00	A	-0.90	A	0.95	P
USGS	0204293125	2017-08-16						
USGS	0204293125	2017-08-17						
USGS	0204293125	2017-08-18	1.61	A	-1.09	A	0.40	A
USGS	0204293125	2017-08-19	2.02	A	-1.07	A	0.49	A
USGS	0204293125	2017-08-20	1.94	A	-1.12	A	0.00	A
USGS	0204293125	2017-08-21	1.62	A	-1.43	A	0.00	A
USGS	0204293125	2017-08-22	1.38	A	-1.38	A	0.00	A
USGS	0204293125	2017-08-23	1.89	A	-1.57	A	0.05	A
USGS	0204293125	2017-08-24	2.03	A	-0.77	A	0.00	A
USGS	0204293125	2017-08-25	1.76	A	-0.84	A	0.24	A
USGS	0204293125	2017-08-26	1.67	A	-0.78	A	0.00	A
USGS	0204293125	2017-08-27	2.06	A	-0.35	A	0.02	A
USGS	0204293125	2017-08-28	2.37	A	-0.09	A	0.06	A
USGS	0204293125	2017-08-29	3.50	A	1.30	A	3.81	A
USGS	0204293125	2017-08-30	3.07	A	0.17	A	0.01	A
USGS	0204293125	2017-08-31	1.91	A	-0.13	A	0.00	A
USGS	0204293125	2017-09-01	2.22	A	-0.29	A	0.17	A
USGS	0204293125	2017-09-02	1.90	A	-0.31	A	0.39	A
USGS	0204293125	2017-09-03	1.77	A	-0.60	A	0.00	A
USGS	0204293125	2017-09-04	1.51	A	-0.77	A	0.00	A
USGS	0204293125	2017-09-05	1.19	A	-1.35	A	0.16	A
USGS	0204293125	2017-09-06	1.77	A	-1.38	A	0.39	A
USGS	0204293125	2017-09-07	1.69	A	-1.02	A	0.01	A
USGS	0204293125	2017-09-08	1.46	A	-1.26	A	0.00	A
USGS	0204293125	2017-09-09	1.75	A	-1.22	A	0.00	A
USGS	0204293125	2017-09-10	1.92	A	-0.74	A	0.00	A
USGS	0204293125	2017-09-11	2.00	A	-0.81	A	0.00	A
USGS	0204293125	2017-09-12	1.80	A	-0.77	A	0.00	A
USGS	0204293125	2017-09-13	1.97	A	-0.79	A	0.00	A
USGS	0204293125	2017-09-14	1.78	A	-0.95	A	0.38	A
USGS	0204293125	2017-09-15	1.89	A	-0.80	A	0.00	A
USGS	0204293125	2017-09-16	1.94	A	-0.83	A	0.00	A
USGS	0204293125	2017-09-17	2.36	A	-0.67	A	0.00	A
USGS	0204293125	2017-09-18	2.99	A	-0.40	A	0.04	A
USGS	0204293125	2017-09-19	3.75	A	0.60	A	0.10	A
USGS	0204293125	2017-09-20	3.13	A	0.12	A	0.00	A
USGS	0204293125	2017-09-21	2.64	A	-0.34	A	0.00	A
USGS	0204293125	2017-09-22	2.52	A	-0.54	A	0.00	A
USGS	0204293125	2017-09-23	2.57	A	-0.07	A	0.00	A
USGS	0204293125	2017-09-24	2.02	A	-0.48	A	0.00	A
USGS	0204293125	2017-09-25	2.04	A	-0.41	A	0.02	A
USGS	0204293125	2017-09-26	2.55	A	0.39	A	0.33	A
USGS	0204293125	2017-09-27	2.94	A	0.85	A	0.00	A
USGS	0204293125	2017-09-28	2.26	A	0.39	A	0.00	A
USGS	0204293125	2017-09-29	1.83	A	-0.29	A	0.00	A
USGS	0204293125	2017-09-30	1.88	A	0.17	A	0.00	A
USGS	0204293125	2017-10-01	1.97	A	0.20	A	0.00	A
USGS	0204293125	2017-10-02	1.60	A	-0.48	A	0.00	A
USGS	0204293125	2017-10-03	1.71	A	-0.90	A	0.00	A
USGS	0204293125	2017-10-04	1.68	A	-0.88	A	0.00	A
USGS	0204293125	2017-10-05	1.38	A	-1.39	A	0.00	A
USGS	0204293125	2017-10-06	1.24	A	-1.62	A	0.00	A
USGS	0204293125	2017-10-07	1.78	A	-1.28	A	0.00	A
USGS	0204293125	2017-10-08	1.78	A	-1.24	A	0.00	A
USGS	0204293125	2017-10-09	1.45	A	-1.40	A	0.00	A
USGS	0204293125	2017-10-10	1.59	A	-1.44	A	0.74	A
USGS	0204293125	2017-10-11	1.63	A	-1.10	A	0.16	A
USGS	0204293125	2017-10-12	3.12	A	-0.27	A	0.14	A
USGS	0204293125	2017-10-13	3.25	A	0.61	A	0.59	A
USGS	0204293125	2017-10-14	2.47	A	-0.15	A	0.17	A
USGS	0204293125	2017-10-15	1.56	A	-1.01	A	0.01	A
USGS	0204293125	2017-10-16	1.98	A	-1.29	A	0.13	A
USGS	0204293125	2017-10-17	2.26	A	-0.52	A	0.00	A
USGS	0204293125	2017-10-18	1.80	A	-0.92	A	0.00	A
USGS	0204293125	2017-10-19	1.47	A	-1.25	A	0.00	A
USGS	0204293125	2017-10-20	1.28	A	-1.45	A	0.00	A
USGS	0204293125	2017-10-21	1.33	A	-1.29	A	0.00	A
USGS	0204293125	2017-10-22	1.46	A	-1.10	A	0.00	A
USGS	0204293125	2017-10-23	1.45	A	-0.99	A	0.00	A
USGS	0204293125	2017-10-24	1.62	A	-0.86	A	0.07	A
USGS	0204293125	2017-10-25	1.95	A	-0.38	A	0.00	A
USGS	0204293125	2017-10-26	1.67	A	-0.48	A	0.00	A
USGS	0204293125	2017-10-27	0.90	A	-1.13	A	0.00	A
USGS	0204293125	2017-10-28	0.92	A	-1.08	A	0.00	A
USGS	0204293125	2017-10-29	2.09	A	-0.46	A	2.28	A
USGS	0204293125	2017-10-30	1.25	A	-0.85	A	0.00	A
USGS	0204293125	2017-10-31	0.44	A	-1.64	A	0.00	A
USGS	0204293125	2017-11-01	1.20	A	-1.61	A	0.00	A
USGS	0204293125	2017-11-02	1.74	A	-1.07	A	0.00	A
USGS	0204293125	2017-11-03	2.04	A	-1.00	A	0.00	A
USGS	0204293125	2017-11-04	2.81	A	-0.91	A	0.00	A
USGS	0204293125	2017-11-05	2.74	A	-0.75	A	0.00	A
USGS	0204293125	2017-11-06	2.45	A	-0.82	A	0.00	A
USGS	0204293125	2017-11-07	2.69	A	-0.71	A	0.06	A
USGS	0204293125	2017-11-08	3.34	A	0.15	A	0.38	A
USGS	0204293125	2017-11-09	3.01	A	0.08	A	0.18	A
USGS	0204293125	2017-11-10	2.81	A	0.15	A	0.00	A
USGS	0204293125	2017-11-11	1.91	A	-1.04	A	0.00	A
USGS	0204293125	2017-11-12	1.23	A	-1.02	A	0.00	A
USGS	0204293125	2017-11-13	1.56	A	-0.68	A	0.46	A
USGS	0204293125	2017-11-14	2.08	A	-0.45	A	0.00	A
USGS	0204293125	2017-11-15	2.31	A	-0.29	A	0.00	A
USGS	0204293125	2017-11-16	2.28	A	-0.36	A	0.00	A
USGS	0204293125	2017-11-17	2.08	A	-0.78	A	0.00	A
USGS	0204293125	2017-11-18	1.07	A	-1.54	A	0.00	A
USGS	0204293125	2017-11-19	0.85	A	-1.94	A	0.02	A
USGS	0204293125	2017-11-20	0.90	A	-1.66	A	0.00	A
USGS	0204293125	2017-11-21	0.27	A	-1.95	A	0.00	A
USGS	0204293125	2017-11-22	0.94	A	-1.54	A	0.03	A
USGS	0204293125	2017-11-23	1.41	A	-0.82	A	0.00	A
USGS	0204293125	2017-11-24	1.26	A	-0.83	A	0.00	A
USGS	0204293125	2017-11-25	1.11	A	-0.82	A	0.00	A
USGS	0204293125	2017-11-26	1.23	A	-0.85	A	0.00	A
USGS	0204293125	2017-11-27	0.76	A	-1.39	A	0.00	A
USGS	0204293125	2017-11-28	0.49	A	-1.40	A	0.00	A
USGS	0204293125	2017-11-29	0.99	A	-1.20	A	0.00	A
USGS	0204293125	2017-11-30	1.31	A	-1.36	A	0.00	A
USGS	0204293125	2017-12-01	1.87	A	-1.28	A	0.00	A
USGS	0204293125	2017-12-02	2.02	A	-1.10	A	0.00	A
USGS	0204293125	2017-12-03	2.35	A	-1.15	A	0.00	A
USGS	0204293125	2017-12-04	2.29	A	-1.19	A	0.02	A
USGS	0204293125	2017-12-05	2.14	A	-1.27	A	0.02	A
USGS	0204293125	2017-12-06	2.24	A	-1.34	A	0.31	A
USGS	0204293125	2017-12-07	1.60	A	-1.41	A	0.05	A
USGS	0204293125	2017-12-08	1.49	A	-1.34	A	1.36	A
USGS	0204293125	2017-12-09	2.80	A	-0.23	A	0.78	A
USGS	0204293125	2017-12-10	1.68	A	-1.10	A	0.00	A
USGS	0204293125	2017-12-11	0.62	A	-1.60	A	0.00	A
USGS	0204293125	2017-12-12	0.78	A	-1.47	A	0.05	A
USGS	0204293125	2017-12-13	1.40	A	-1.21	A	0.00	A
USGS	0204293125	2017-12-14	0.30	A	-2.19	A	0.00	A
USGS	0204293125	2017-12-15	1.09	A	-1.57	A	0.00	A
USGS	0204293125	2017-12-16	0.93	A	-1.68	A	0.00	A
USGS	0204293125	2017-12-17	0.20	A	-2.24	A	0.00	A
USGS	0204293125	2017-12-18	1.02	A	-1.65	A	0.00	A
USGS	0204293125	2017-12-19	1.06	A	-1.47	A	0.00	A
USGS	0204293125	2017-12-20	0.85	A	-1.53	A	0.00	A
USGS	0204293125	2017-12-21	1.27	A	-1.24	A	0.00	A
USGS	0204293125	2017-12-22	1.11	A	-1.19	A	0.00	A
USGS	0204293125	2017-12-23	0.77	A	-1.44	A	0.03	A
USGS	0204293125	2017-12-24	1.25	A	-0.91	A	0.01	A
USGS	0204293125	2017-12-25	0.94	A	-1.55	A	0.00	A
USGS	0204293125	2017-12-26	0.09	A	-2.40	A	0.00	A
USGS	0204293125	2017-12-27	0.16	A	-2.01	A	0.00	A
USGS	0204293125	2017-12-28	0.95	A	-1.25	A	0.00	A
USGS	0204293125	2017-12-29	0.30	A	-2.03	A	0.00	A
USGS	0204293125	2017-12-30	1.03	A	-1.93	A	0.00	A
USGS	0204293125	2017-12-31	1.92	A	-1.12	A	0.00	A
USGS	0204293125	2018-01-01	2.19	A	-1.04	A	0.00	A
USGS	0204293125	2018-01-02	1.63	A	-1.74	A	0.00	A
USGS	0204293125	2018-01-03	1.19	A	-2.11	A	0.40	A
USGS	0204293125	2018-01-04	3.05	A	-0.88	A	0.03	A
USGS	0204293125	2018-01-05	0.97	A	-1.91	A	0.00	A
USGS	0204293125	2018-01-06	-0.26	A	-2.60	A	0.00	A
USGS	0204293125	2018-01-07	-0.72	A	-2.73	A	0.00	A
USGS	0204293125	2018-01-08	-0.85	A	-2.59	A	0.03	A
USGS	0204293125	2018-01-09	-0.81	A	-2.45	A	0.05	A
USGS	0204293125	2018-01-10	-0.17	A	-1.85	A	0.00	A
USGS	0204293125	2018-01-11	0.48	A	-1.58	A	0.01	A
USGS	0204293125	2018-01-12	0.47	A	-1.63	A	0.18	A
USGS	0204293125	2018-01-13	0.56	A	-1.49	A	0.02	A
USGS	0204293125	2018-01-14	1.23	A	-1.06	A	0.00	A
USGS	0204293125	2018-01-15	1.46	A	-1.34	A	0.00	A
USGS	0204293125	2018-01-16	1.45	A	-1.12	A	0.00	A
USGS	0204293125	2018-01-17	1.80	A	-1.08	A	0.00	A
USGS	0204293125	2018-01-18	1.78	A	-1.13	A	0.00	A
USGS	0204293125	2018-01-19	1.05	A	-1.55	A	0.00	A
USGS	0204293125	2018-01-20	0.69	A	-1.49	A	0.00	A
USGS	0204293125	2018-01-21	0.57	A	-1.70	A	0.00	A
USGS	0204293125	2018-01-22	0.61	A	-1.57	A	0.00	A
USGS	0204293125	2018-01-23	0.77	A	-1.31	A	0.05	A
USGS	0204293125	2018-01-24	1.12	A	-1.46	A	0.00	A
USGS	0204293125	2018-01-25	0.56	A	-1.72	A	0.00	A
USGS	0204293125	2018-01-26	0.49	A	-2.10	A	0.00	A
USGS	0204293125	2018-01-27	0.35	A	-1.88	A	0.00	A
USGS	0204293125	2018-01-28	0.71	A	-1.98	A	0.69	A
USGS	0204293125	2018-01-29	2.40	A	-1.64	A	1.16	A
USGS	0204293125	2018-01-30	2.66	A	-0.38	A	0.10	A
USGS	0204293125	2018-01-31	2.31	A	-1.19	A	0.00	A
USGS	0204293125	2018-02-01	0.88	A	-2.03	A	0.00	A
USGS	0204293125	2018-02-02	1.51	A	-1.86	A	0.22	A
USGS	0204293125	2018-02-03	0.93	A	-2.00	A	0.00	A
USGS	0204293125	2018-02-04	0.52	A	-1.99	A	0.32	A
USGS	0204293125	2018-02-05	1.04	A	-1.44	A	0.00	A
USGS	0204293125	2018-02-06	0.71	A	-1.75	A	0.00	A
USGS	0204293125	2018-02-07	0.65	A	-1.49	A	0.32	A
USGS	0204293125	2018-02-08	1.25	A	-1.49	A	0.00	A
USGS	0204293125	2018-02-09	0.35	A	-1.55	A	0.00	A
USGS	0204293125	2018-02-10	0.56	A	-1.32	A	0.02	A
USGS	0204293125	2018-02-11	0.54	A	-1.61	A	0.00	A
USGS	0204293125	2018-02-12	0.41	A	-1.77	A	0.32	A
USGS	0204293125	2018-02-13	0.96	A	-1.55	A	0.04	A
USGS	0204293125	2018-02-14	0.93	A	-1.51	A	0.00	A
USGS	0204293125	2018-02-15	0.55	A	-1.81	A	0.00	A
USGS	0204293125	2018-02-16	0.91	A	-1.68	A	0.14	A
USGS	0204293125	2018-02-17	1.43	A	-1.15	A	0.22	A
USGS	0204293125	2018-02-18	1.44	A	-1.15	A	0.02	A
USGS	0204293125	2018-02-19	0.79	A	-1.47	A	0.07	A
USGS	0204293125	2018-02-20	1.08	A	-1.61	A	0.03	A
USGS	0204293125	2018-02-21	0.52	A	-1.97	A	0.13	A
USGS	0204293125	2018-02-22	0.28	A	-1.81	A	0.00	A
USGS	0204293125	2018-02-23	1.29	A	-1.35	A	0.00	A
USGS	0204293125	2018-02-24	1.17	A	-1.17	A	0.00	A
USGS	0204293125	2018-02-25	1.22	A	-1.33	A	0.01	A
USGS	0204293125	2018-02-26	1.64	A	-0.92	A	0.03	A
USGS	0204293125	2018-02-27	1.57	A	-1.23	A	0.00	A
USGS	0204293125	2018-02-28	1.23	A	-1.65	A	0.00	A
USGS	0204293125	2018-03-01	1.73	A	-1.61	A	0.45	A
USGS	0204293125	2018-03-02	2.56	A	-0.97	A	0.31	A
USGS	0204293125	2018-03-03	3.19	A	-0.14	A	0.00	A
USGS	0204293125	2018-03-04	3.42	A	0.36	A	0.00	A
USGS	0204293125	2018-03-05	3.12	A	0.50	A	0.00	A
USGS	0204293125	2018-03-06	2.88	A	0.19	A	0.57	A
USGS	0204293125	2018-03-07	3.01	A	0.75	A	0.18	A
USGS	0204293125	2018-03-08	2.78	A	0.17	A	0.00	A
USGS	0204293125	2018-03-09	2.18	A	-0.84	A	0.00	A
USGS	0204293125	2018-03-10	0.99	A	-1.29	A	0.00	A
USGS	0204293125	2018-03-11	0.66	A	-1.08	A	0.11	A
USGS	0204293125	2018-03-12	2.92	A	-0.07	A	0.61	A
USGS	0204293125	2018-03-13	2.71	A	0.22	A	0.00	A
USGS	0204293125	2018-03-14	1.96	A	-0.46	A	0.00	A
USGS	0204293125	2018-03-15	0.30	A	-2.00	A	0.00	A
USGS	0204293125	2018-03-16	0.80	A	-1.85	A	0.00	A
USGS	0204293125	2018-03-17	0.72	A	-1.66	A	0.00	A
USGS	0204293125	2018-03-18	1.29	A	-1.55	A	0.14	A
USGS	0204293125	2018-03-19	1.68	A	-1.31	A	0.04	A
USGS	0204293125	2018-03-20	3.47	A	-0.51	A	1.30	A
USGS	0204293125	2018-03-21	2.64	A	0.26	A	0.17	A
USGS	0204293125	2018-03-22	2.99	A	-0.30	A	0.00	A
USGS	0204293125	2018-03-23	2.29	A	-0.71	A	0.00	A
USGS	0204293125	2018-03-24	1.87	A	-1.20	A	0.00	A
USGS	0204293125	2018-03-25	1.43	A	-0.87	A	0.00	A
USGS	0204293125	2018-03-26	2.41	A	-0.30	A	0.00	A
USGS	0204293125	2018-03-27	2.14	A	-0.47	A	0.00	A
USGS	0204293125	2018-03-28	1.82	A	-0.87	A	0.00	A
USGS	0204293125	2018-03-29	2.01	A	-0.96	A	0.00	A
USGS	0204293125	2018-03-30	1.68	A	-1.47	A	0.01	A
USGS	0204293125	2018-03-31	1.42	A	-1.45	A	0.00	A
USGS	0204293125	2018-04-01	1.24	A	-1.61	A	0.00	A
USGS	0204293125	2018-04-02	2.06	A	-1.50	A	0.00	A
USGS	0204293125	2018-04-03	1.25	A	-0.90	A	0.00	A
USGS	0204293125	2018-04-04	1.65	A	-1.16	A	0.01	A
USGS	0204293125	2018-04-05	1.56	A	-1.62	A	0.00	A
USGS	0204293125	2018-04-06	0.25	A	-1.91	A	0.00	A
USGS	0204293125	2018-04-07	0.71	A	-1.48	A	0.80	A
USGS	0204293125	2018-04-08	1.74	A	-0.62	A	0.13	A
USGS	0204293125	2018-04-09	1.04	A	-0.75	A	0.00	A
USGS	0204293125	2018-04-10	1.15	A	-0.51	A	0.00	A
USGS	0204293125	2018-04-11	0.82	A	-1.11	A	0.00	A
USGS	0204293125	2018-04-12	0.74	A	-1.30	A	0.00	A
USGS	0204293125	2018-04-13	0.11	A	-2.03	A	0.00	A
USGS	0204293125	2018-04-14	0.29	A	-2.20	A	0.00	A
USGS	0204293125	2018-04-15	1.91	A	-1.93	A	0.32	A
USGS	0204293125	2018-04-16	2.58	A	-0.71	A	0.70	A
USGS	0204293125	2018-04-17	2.00	A	-0.95	A	0.02	A
USGS	0204293125	2018-04-18	1.70	A	-1.44	A	0.00	A
USGS	0204293125	2018-04-19	2.32	A	-1.17	A	0.03	A
USGS	0204293125	2018-04-20	1.09	A	-1.35	A	0.00	A
USGS	0204293125	2018-04-21	1.14	A	-1.48	A	0.00	A
USGS	0204293125	2018-04-22	0.86	A	-1.55	A	0.00	A
USGS	0204293125	2018-04-23	0.94	A	-1.45	A	0.00	A
USGS	0204293125	2018-04-24	1.28	A	-1.06	A	0.48	A
USGS	0204293125	2018-04-25	1.83	A	-0.68	A	0.72	A
USGS	0204293125	2018-04-26	1.66	A	-0.90	A	0.01	A
USGS	0204293125	2018-04-27	1.88	A	-1.12	A	0.00	A
USGS	0204293125	2018-04-28	1.74	A	-1.07	A	0.00	A
USGS	0204293125	2018-04-29	1.88	A	-0.90	A	0.00	A
USGS	0204293125	2018-04-30	1.14	A	-1.42	A	0.00	A
USGS	0204293125	2018-05-01	1.16	A	-1.52	A	0.00	A
USGS	0204293125	2018-05-02	0.90	A	-1.49	A	0.00	A
USGS	0204293125	2018-05-03	0.06	A	-1.79	A	0.00	A
USGS	0204293125	2018-05-04	0.36	A	-1.93	A	0.00	A
USGS	0204293125	2018-05-05	0.33	A	-1.55	A	0.00	A
USGS	0204293125	2018-05-06	0.79	A	-0.76	A	1.59	A
USGS	0204293125	2018-05-07	1.16	A	-0.59	A	0.02	A
USGS	0204293125	2018-05-08	1.36	A	-0.52	A	0.00	A
USGS	0204293125	2018-05-09	1.37	A	-0.66	A	0.00	A
USGS	0204293125	2018-05-10						
USGS	0204293125	2018-05-11	1.18	A	-1.10	A	0.00	A
